id,sort,mode,modetype,type,name,backicon,nameicon,dec,step,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,start,continued,cd,show,renovate,reset,status,button,buttontype,refresh,refresh_max,label,effect_show
102301,1,0,0,1023,圣诞节登录送礼,font_shengdanyouli_02,0,圣诞节登录送礼,0,0,1,1,0,0,0,11401501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-12-25 05:00:00,2592000,0,0,0,0,1,4,0,0,0,0,0
150201,1,0,0,1502,圣诞老人,0,星辰英雄礼包,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-12-25 05:00:00,2592000,0,0,0,0,1,11,0,0,0,0,0
173001,1,0,0,1730,至尊竞技,0,0,活动结束时，玩家可获得当前段位及以下段位的所有奖励，通关邮件发放。,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-12-25 05:00:00,576000,0,201600,0,0,1,4,0,0,0,0,0
102401,1,0,0,1024,次元召唤（限时神将）,0,0,次元召唤（限时神将）,0,0,0,0,0,1,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-12-25 05:00:00,432000,0,172800,0,0,1,4,0,0,0,0,0
180001,1,0,0,1800,齐天大圣,font_chengzhanglibao_01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
180101,2,0,0,1801,霜寒之星,font_chengzhanglibao_02,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
180201,3,0,0,1802,光暗英雄成长礼包,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
180301,4,0,0,1803,光暗英雄成长礼包,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
180401,5,0,0,1804,普通英雄成长礼包,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
180501,6,0,0,1805,普通英雄成长礼包,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-1-10 05:00:00,2592000,0,0,0,0,1,1,4,0,0,0,0
