id,type,level,alevel1,alevel2,vip,name,dec,item1,num1,item2,num2,item3,num3,item4,num4,item5,num5,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,continued
1,1,0,5,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,10,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,15,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,20,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,25,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,30,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,35,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,40,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,45,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,50,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,55,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,60,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,65,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,70,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,75,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,80,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,85,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,90,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,95,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,100,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,105,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0,110,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,115,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,120,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,125,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,130,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,135,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,0,140,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,145,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,150,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,155,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,0,160,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,0,165,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,0,170,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,0,175,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,0,180,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,185,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,0,190,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,0,195,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,0,200,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,0,205,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,0,210,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,215,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,0,220,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,0,225,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,230,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,0,235,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,0,240,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,0,245,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,250,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,255,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,0,260,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,265,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,0,270,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,0,275,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,0,280,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,0,285,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,0,290,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,0,295,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,0,300,0,0,镇魂宝箱,0,91000035,5,30101000,2,91000001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,0,1,30,0,镇魂秘宝,0,60000213,2,0,0,0,0,0,0,0,0,91000002,144,91000002,180,0,0,0,0,0
62,2,0,31,60,0,镇魂秘宝,0,60000213,3,0,0,0,0,0,0,0,0,91000002,216,91000002,270,0,0,0,0,0
63,2,0,61,90,0,镇魂秘宝,0,60000213,4,0,0,0,0,0,0,0,0,91000002,288,91000002,360,0,0,0,0,0
64,2,0,91,120,0,镇魂秘宝,0,60000214,2,0,0,0,0,0,0,0,0,91000002,432,91000002,540,0,0,0,0,0
65,2,0,121,150,0,镇魂秘宝,0,60000214,3,0,0,0,0,0,0,0,0,91000002,648,91000002,810,0,0,0,0,0
66,2,0,151,180,0,镇魂秘宝,0,60000214,4,0,0,0,0,0,0,0,0,91000002,864,91000002,1080,0,0,0,0,0
67,2,0,181,210,0,镇魂秘宝,0,60000215,2,0,0,0,0,0,0,0,0,91000002,1296,91000002,1620,0,0,0,0,0
68,2,0,211,240,0,镇魂秘宝,0,60000215,3,0,0,0,0,0,0,0,0,91000002,1944,91000002,2430,0,0,0,0,0
69,2,0,241,270,0,镇魂秘宝,0,60000215,4,0,0,0,0,0,0,0,0,91000002,2592,91000002,3240,0,0,0,0,0
70,2,0,271,300,0,镇魂秘宝,0,60000216,2,0,0,0,0,0,0,0,0,91000002,3888,91000002,4860,0,0,0,0,0
71,3,0,5,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,0,8,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,0,10,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3,0,20,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3,0,30,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,0,40,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,0,50,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3,0,60,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3,0,70,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,0,80,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,0,90,0,0,变强宝箱,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4,0,0,0,0,7日宝箱,0,91000002,50,91000001,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,5,0,0,0,0,半月宝箱,0,91000002,50,91000001,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
