id,hero_name,fullname,hsrostar,stage_type,star_group,star_stage,talent_group,stage_mode,hsrolvmax,finallevel,hero_type,fight_index,index_icon,boost_frame,hero_camp,attribute,hero_gender,positioning,deblock_type1,deblock_value1,debris_type1,debris_value1,attacktype,hero_arms,hero_sort,hidden,hero_main_skill,hero_attack,ragerate,cablerange,first_arm,growth_type1,growth_value1,growth_type2,growth_value2,growth_type3,growth_value3,growth_type4,growth_value4,growth_type5,growth_value5,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type20,base_value20,base_type21,base_value21,base_type22,base_value22,getsound,posesound,attacksound,gethitsound,deadsound,png,spine,size,core_equip_type1,core_equip_type2,core_equip_type3,initialanger,divinity_mode,divinity_awaken,point1,point2,point3,point4,point5,Surviv,Damage,Auxiliary,quatype1,quavalue1,quatype2,quavalue2,quatype3,quavalue3,quatype4,quavalue4,quatype5,quavalue5,career,career_info,rune_skill1,rune_skill2,rune_skill3,rune_skill4,max_rage,type1,star1,num1,type2,star2,num2,type3,star3,num3,disband_id1,disband_num1,disband_id2,disband_num2,back_item1,back_num1,back_item2,back_num2,newherolable,wishhero,mod,wishshow,tree_id,tree_num,Crystal_level
1001,艾尔温,天命骑士,1,1,0,0,2,0,100,300,1,1,icon_heroqualitys_mlyl_01,0,1,1,1,42,12100101,10,12100101,10,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,2432,2,184,3,36,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,119280,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,7000,2,7000,3,7000,99,7000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,91000045,160,91000044,5,0,0,0,0,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,2,1,0,0,2,0,100,300,1,2,icon_heroqualitys_mlyl_02,0,1,1,1,42,12100101,11,12100101,11,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,2432,2,184,3,36,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,119280,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,8000,2,8000,3,8000,99,8000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,3,1,0,0,2,0,100,300,1,3,icon_heroqualitys_mlyl_03,0,1,1,1,42,12100101,12,12100101,12,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,2432,2,184,3,36,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,119280,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,9000,2,9000,3,9000,99,9000,0,0,0,1,510101,520101,500501,500503,1000,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,4,1,0,0,2,0,100,300,1,4,icon_heroqualitys_mlyl_04,0,1,1,1,42,12100101,13,12100101,13,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,2432,2,184,3,36,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,119280,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,10000,2,10000,3,10000,99,10000,0,0,0,1,510101,520101,500501,500503,1000,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,91000055,1,0
1001,艾尔温,天命骑士,5,1,0,0,2,0,120,300,1,5,icon_heroqualitys_mlyl_05,0,1,1,1,42,12100101,14,12100101,14,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,3430,2,260,3,52,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,168400,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,2,100101,600003,800003,1000003,3000003,5,5,2.666667,1,11500,2,11500,3,11500,99,11500,0,0,0,1,510101,520101,500501,500503,1000,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,91000055,1,0
1001,艾尔温,天命骑士,6,1,0,0,2,0,140,300,1,6,icon_heroqualitys_mlyl_06,0,1,1,1,42,12100101,15,12100101,15,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,4306,2,327,3,65,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,211440,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,3,100101,600003,800003,1000003,3000003,5,5,2.666667,1,13000,2,13000,3,13000,99,13000,0,0,0,1,510101,520101,500501,500503,1000,2,5,1,2,5,1,0,0,0,0,0,0,0,30100101,36,0,0,0,1,0,1,91000055,4,0
1001,艾尔温,天命骑士,7,1,0,0,2,0,160,300,1,7,icon_heroqualitys_mlyl_07,0,1,1,1,42,12100101,16,12100101,16,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,5086,2,386,3,77,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,249740,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,14500,2,14500,3,14500,99,14500,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,36,11100101,2,0,1,0,1,91000055,2,0
1001,艾尔温,天命骑士,8,1,0,0,2,0,180,300,1,8,icon_heroqualitys_mlyl_08,0,1,1,1,42,12100101,17,12100101,17,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,5514,2,418,3,83,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,270660,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,16000,2,16000,3,16000,99,16000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,108,11100101,2,0,1,0,1,91000055,8,0
1001,艾尔温,天命骑士,9,1,0,0,2,0,200,300,1,9,icon_heroqualitys_mlyl_09,0,1,1,1,42,12100101,18,12100101,18,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,5959,2,452,3,90,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,292560,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,18000,2,18000,3,18000,99,18000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,180,11100101,2,0,1,0,1,91000055,8,0
1001,艾尔温,天命骑士,10,1,0,0,2,0,240,300,1,10,icon_heroqualitys_mlyl_010,0,1,1,1,42,12100101,19,12100101,19,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,7375,2,560,3,112,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,362200,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,1,7,1,0,0,0,0,0,0,0,30100101,252,11100101,10,0,1,0,1,91000055,4,5
1001,艾尔温,天命骑士,11,1,0,0,2,0,240,300,1,11,icon_heroqualitys_mlyl_011,0,1,1,1,42,12100101,20,12100101,20,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,24337,2,1848,3,369,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,1195180,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,288,11100101,14,0,1,0,1,91000055,2,0
1001,艾尔温,天命骑士,12,1,0,0,2,0,240,300,1,12,icon_heroqualitys_mlyl_012,0,1,1,1,42,12100101,21,12100101,21,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,53100,2,4032,3,806,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,2607800,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,324,11100101,18,0,1,0,1,91000055,2,0
1001,艾尔温,天命骑士,13,1,0,0,2,0,240,300,1,13,icon_heroqualitys_mlyl_013,0,1,1,1,42,12100101,22,12100101,22,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,95875,2,7281,3,1456,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,4708700,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,360,11100101,22,0,1,0,1,91000055,2,0
1001,艾尔温,天命骑士,14,1,0,0,2,0,240,300,1,14,icon_heroqualitys_mlyl_014,0,1,1,1,42,12100101,23,12100101,23,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,154875,2,11762,3,2352,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,7606400,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,396,11100101,26,0,1,0,1,91000055,2,0
