id,type,limit,weight,item,num,time,min,max
10101,1,2,500,91000002,5000,1,2000,4000
10101,1,2,500,91000002,5000,2,400,2000
10101,1,2,500,91000002,5000,3,500,1100
10101,1,2,500,91000002,5000,4,600,1200
10101,1,2,500,91000002,5000,5,700,1300
10101,1,2,500,91000002,5000,6,800,1400
10101,1,2,500,91000002,5000,7,900,1500
10101,1,2,500,91000002,5000,8,1000,1500
10101,1,2,500,91000002,5000,9,1100,1600
10101,1,2,500,91000002,5000,10,1200,1700
10101,1,2,500,91000002,5000,11,1500,2000
10101,1,2,500,91000002,5000,12,1800,2300
10101,1,2,500,91000002,5000,13,2300,2800
10101,1,2,500,91000002,5000,14,3200,3700
10101,1,2,500,91000002,5000,15,10000,10000
10102,1,2,100,91000002,5000,1,2000,4000
10102,1,2,100,91000002,5000,2,200,2000
10102,1,2,100,91000002,5000,3,300,1000
10102,1,2,100,91000002,5000,4,300,1000
10102,1,2,100,91000002,5000,5,300,1100
10102,1,2,100,91000002,5000,6,300,1100
10102,1,2,100,91000002,5000,7,400,1100
10102,1,2,100,91000002,5000,8,400,1200
10102,1,2,100,91000002,5000,9,500,1200
10102,1,2,100,91000002,5000,10,500,1200
10102,1,2,100,91000002,5000,11,600,1300
10102,1,2,100,91000002,5000,12,700,1300
10102,1,2,100,91000002,5000,13,800,1400
10102,1,2,100,91000002,5000,14,900,1500
10102,1,2,100,91000002,5000,15,1000,1600
10102,1,2,100,91000002,5000,16,1200,1800
10102,1,2,100,91000002,5000,17,1400,2000
10102,1,2,100,91000002,5000,18,1800,2300
10102,1,2,100,91000002,5000,19,2300,2800
10102,1,2,100,91000002,5000,20,10000,10000
10201,2,0,500,91000032,10000,1,2000,4000
10201,2,0,500,91000032,10000,2,400,2000
10201,2,0,500,91000032,10000,3,500,1100
10201,2,0,500,91000032,10000,4,600,1200
10201,2,0,500,91000032,10000,5,700,1300
10201,2,0,500,91000032,10000,6,800,1400
10201,2,0,500,91000032,10000,7,900,1500
10201,2,0,500,91000032,10000,8,1000,1500
10201,2,0,500,91000032,10000,9,1100,1600
10201,2,0,500,91000032,10000,10,1200,1700
10201,2,0,500,91000032,10000,11,1500,2000
10201,2,0,500,91000032,10000,12,1800,2300
10201,2,0,500,91000032,10000,13,2300,2800
10201,2,0,500,91000032,10000,14,3200,3700
10201,2,0,500,91000032,10000,15,10000,10000
10202,2,0,100,91000032,20000,1,2000,4000
10202,2,0,100,91000032,20000,2,200,2000
10202,2,0,100,91000032,20000,3,300,1000
10202,2,0,100,91000032,20000,4,300,1000
10202,2,0,100,91000032,20000,5,300,1100
10202,2,0,100,91000032,20000,6,300,1100
10202,2,0,100,91000032,20000,7,400,1100
10202,2,0,100,91000032,20000,8,400,1200
10202,2,0,100,91000032,20000,9,500,1200
10202,2,0,100,91000032,20000,10,500,1200
10202,2,0,100,91000032,20000,11,600,1300
10202,2,0,100,91000032,20000,12,700,1300
10202,2,0,100,91000032,20000,13,800,1400
10202,2,0,100,91000032,20000,14,900,1500
10202,2,0,100,91000032,20000,15,1000,1600
10202,2,0,100,91000032,20000,16,1200,1800
10202,2,0,100,91000032,20000,17,1400,2000
10202,2,0,100,91000032,20000,18,1800,2300
10202,2,0,100,91000032,20000,19,2300,2800
10202,2,0,100,91000032,20000,20,10000,10000
10301,3,0,500,91000031,150000,1,2000,4000
10301,3,0,500,91000031,150000,2,400,2000
10301,3,0,500,91000031,150000,3,500,1100
10301,3,0,500,91000031,150000,4,600,1200
10301,3,0,500,91000031,150000,5,700,1300
10301,3,0,500,91000031,150000,6,800,1400
10301,3,0,500,91000031,150000,7,900,1500
10301,3,0,500,91000031,150000,8,1000,1500
10301,3,0,500,91000031,150000,9,1100,1600
10301,3,0,500,91000031,150000,10,1200,1700
10301,3,0,500,91000031,150000,11,1500,2000
10301,3,0,500,91000031,150000,12,1800,2300
10301,3,0,500,91000031,150000,13,2300,2800
10301,3,0,500,91000031,150000,14,3200,3700
10301,3,0,500,91000031,150000,15,10000,10000
10302,3,0,100,91000031,300000,1,2000,4000
10302,3,0,100,91000031,300000,2,200,2000
10302,3,0,100,91000031,300000,3,300,1000
10302,3,0,100,91000031,300000,4,300,1000
10302,3,0,100,91000031,300000,5,300,1100
10302,3,0,100,91000031,300000,6,300,1100
10302,3,0,100,91000031,300000,7,400,1100
10302,3,0,100,91000031,300000,8,400,1200
10302,3,0,100,91000031,300000,9,500,1200
10302,3,0,100,91000031,300000,10,500,1200
10302,3,0,100,91000031,300000,11,600,1300
10302,3,0,100,91000031,300000,12,700,1300
10302,3,0,100,91000031,300000,13,800,1400
10302,3,0,100,91000031,300000,14,900,1500
10302,3,0,100,91000031,300000,15,1000,1600
10302,3,0,100,91000031,300000,16,1200,1800
10302,3,0,100,91000031,300000,17,1400,2000
10302,3,0,100,91000031,300000,18,1800,2300
10302,3,0,100,91000031,300000,19,2300,2800
10302,3,0,100,91000031,300000,20,10000,10000
10401,4,0,500,91000001,10000000,1,2000,4000
10401,4,0,500,91000001,10000000,2,400,2000
10401,4,0,500,91000001,10000000,3,500,1100
10401,4,0,500,91000001,10000000,4,600,1200
10401,4,0,500,91000001,10000000,5,700,1300
10401,4,0,500,91000001,10000000,6,800,1400
10401,4,0,500,91000001,10000000,7,900,1500
10401,4,0,500,91000001,10000000,8,1000,1500
10401,4,0,500,91000001,10000000,9,1100,1600
10401,4,0,500,91000001,10000000,10,1200,1700
10401,4,0,500,91000001,10000000,11,1500,2000
10401,4,0,500,91000001,10000000,12,1800,2300
10401,4,0,500,91000001,10000000,13,2300,2800
10401,4,0,500,91000001,10000000,14,3200,3700
10401,4,0,500,91000001,10000000,15,10000,10000
10402,4,0,100,91000001,20000000,1,2000,4000
10402,4,0,100,91000001,20000000,2,200,2000
10402,4,0,100,91000001,20000000,3,300,1000
10402,4,0,100,91000001,20000000,4,300,1000
10402,4,0,100,91000001,20000000,5,300,1100
10402,4,0,100,91000001,20000000,6,300,1100
10402,4,0,100,91000001,20000000,7,400,1100
10402,4,0,100,91000001,20000000,8,400,1200
10402,4,0,100,91000001,20000000,9,500,1200
10402,4,0,100,91000001,20000000,10,500,1200
10402,4,0,100,91000001,20000000,11,600,1300
10402,4,0,100,91000001,20000000,12,700,1300
10402,4,0,100,91000001,20000000,13,800,1400
10402,4,0,100,91000001,20000000,14,900,1500
10402,4,0,100,91000001,20000000,15,1000,1600
10402,4,0,100,91000001,20000000,16,1200,1800
10402,4,0,100,91000001,20000000,17,1400,2000
10402,4,0,100,91000001,20000000,18,1800,2300
10402,4,0,100,91000001,20000000,19,2300,2800
10402,4,0,100,91000001,20000000,20,10000,10000
10501,5,0,500,91000027,50000,1,2000,4000
10501,5,0,500,91000027,50000,2,400,2000
10501,5,0,500,91000027,50000,3,500,1100
10501,5,0,500,91000027,50000,4,600,1200
10501,5,0,500,91000027,50000,5,700,1300
10501,5,0,500,91000027,50000,6,800,1400
10501,5,0,500,91000027,50000,7,900,1500
10501,5,0,500,91000027,50000,8,1000,1500
10501,5,0,500,91000027,50000,9,1100,1600
10501,5,0,500,91000027,50000,10,1200,1700
10501,5,0,500,91000027,50000,11,1500,2000
10501,5,0,500,91000027,50000,12,1800,2300
10501,5,0,500,91000027,50000,13,2300,2800
10501,5,0,500,91000027,50000,14,3200,3700
10501,5,0,500,91000027,50000,15,10000,10000
10502,5,0,100,91000027,100000,1,2000,4000
10502,5,0,100,91000027,100000,2,200,2000
10502,5,0,100,91000027,100000,3,300,1000
10502,5,0,100,91000027,100000,4,300,1000
10502,5,0,100,91000027,100000,5,300,1100
10502,5,0,100,91000027,100000,6,300,1100
10502,5,0,100,91000027,100000,7,400,1100
10502,5,0,100,91000027,100000,8,400,1200
10502,5,0,100,91000027,100000,9,500,1200
10502,5,0,100,91000027,100000,10,500,1200
10502,5,0,100,91000027,100000,11,600,1300
10502,5,0,100,91000027,100000,12,700,1300
10502,5,0,100,91000027,100000,13,800,1400
10502,5,0,100,91000027,100000,14,900,1500
10502,5,0,100,91000027,100000,15,1000,1600
