upgrad_id,equip_lv,cost_type1,cost_num1,reborn_item,reborn_num
100001,1,91000001,10,91000001,100
100001,2,91000001,10,91000001,110
100001,3,91000001,10,91000001,120
100001,4,91000001,10,91000001,130
100001,5,91000001,10,91000001,140
100001,6,91000001,10,91000001,150
100001,7,91000001,20,91000001,160
100001,8,91000001,20,91000001,180
100001,9,91000001,30,91000001,200
100001,10,91000001,40,91000001,230
100001,11,91000001,40,91000001,270
100001,12,91000001,50,91000001,310
100001,13,91000001,60,91000001,360
100001,14,91000001,70,91000001,420
100001,15,91000001,80,91000001,490
100001,16,91000001,90,91000001,570
100001,17,91000001,100,91000001,660
100001,18,91000001,110,91000001,760
100001,19,91000001,130,91000001,870
100001,20,91000001,140,91000001,1000
100001,21,91000001,150,91000001,1140
100001,22,91000001,170,91000001,1290
100001,23,91000001,190,91000001,1460
100001,24,91000001,200,91000001,1650
100001,25,91000001,220,91000001,1850
100001,26,91000001,240,91000001,2070
100001,27,91000001,260,91000001,2310
100001,28,91000001,280,91000001,2570
100001,29,91000001,300,91000001,2850
100001,30,91000001,320,91000001,3150
100001,31,91000001,340,91000001,3470
100001,32,91000001,360,91000001,3810
100001,33,91000001,390,91000001,4170
100001,34,91000001,410,91000001,4560
100001,35,91000001,440,91000001,4970
100001,36,91000001,460,91000001,5410
100001,37,91000001,490,91000001,5870
100001,38,91000001,520,91000001,6360
100001,39,91000001,540,91000001,6880
100001,40,91000001,570,91000001,7420
100001,41,91000001,600,91000001,7990
100001,42,91000001,630,91000001,8590
100001,43,91000001,660,91000001,9220
100001,44,91000001,700,91000001,9880
100001,45,91000001,730,91000001,10580
100001,46,91000001,760,91000001,11310
100001,47,91000001,790,91000001,12070
100001,48,91000001,830,91000001,12860
100001,49,91000001,870,91000001,13690
100001,50,91000001,900,91000001,14560
100001,51,91000001,940,91000001,15460
100001,52,91000001,980,91000001,16400
100001,53,91000001,1010,91000001,17380
100001,54,91000001,1050,91000001,18390
100001,55,91000001,1090,91000001,19440
100001,56,91000001,1130,91000001,20530
100001,57,91000001,1180,91000001,21660
100001,58,91000001,1220,91000001,22840
100001,59,91000001,1260,91000001,24060
100001,60,91000001,1300,91000001,25320
100001,61,91000001,1350,91000001,26620
100001,62,91000001,1390,91000001,27970
100001,63,91000001,1440,91000001,29360
100001,64,91000001,1490,91000001,30800
100001,65,91000001,1530,91000001,32290
100001,66,91000001,1580,91000001,33820
100001,67,91000001,1630,91000001,35400
100001,68,91000001,1680,91000001,37030
100001,69,91000001,1730,91000001,38710
100001,70,91000001,1780,91000001,40440
100001,71,91000001,1830,91000001,42220
100001,72,91000001,1890,91000001,44050
100001,73,91000001,1940,91000001,45940
100001,74,91000001,1990,91000001,47880
100001,75,91000001,2050,91000001,49870
100001,76,91000001,2100,91000001,51920
100001,77,91000001,2160,91000001,54020
100001,78,91000001,2220,91000001,56180
100001,79,91000001,2280,91000001,58400
100001,80,91000001,2330,91000001,60680
100001,81,91000001,2390,91000001,63010
100001,82,91000001,2450,91000001,65400
100001,83,91000001,2510,91000001,67850
100001,84,91000001,2580,91000001,70360
100001,85,91000001,2640,91000001,72940
100001,86,91000001,2700,91000001,75580
100001,87,91000001,2770,91000001,78280
100001,88,91000001,2830,91000001,81050
100001,89,91000001,2890,91000001,83880
100001,90,91000001,2960,91000001,86770
100001,91,91000001,3030,91000001,89730
100001,92,91000001,3100,91000001,92760
100001,93,91000001,3160,91000001,95860
100001,94,91000001,3230,91000001,99020
100001,95,91000001,3300,91000001,102250
100001,96,91000001,3370,91000001,105550
100001,97,91000001,3440,91000001,108920
100001,98,91000001,3520,91000001,112360
100001,99,91000001,3590,91000001,115880
100001,100,91000001,3660,91000001,119470
100001,101,91000001,3740,91000001,123130
100001,102,91000001,3810,91000001,126870
100001,103,91000001,3890,91000001,130680
100001,104,91000001,3960,91000001,134570
100001,105,91000001,4040,91000001,138530
100001,106,91000001,4120,91000001,142570
100001,107,91000001,4200,91000001,146690
100001,108,91000001,4280,91000001,150890
100001,109,91000001,4360,91000001,155170
100001,110,91000001,4440,91000001,159530
100001,111,91000001,4520,91000001,163970
100001,112,91000001,4600,91000001,168490
100001,113,91000001,4690,91000001,173090
100001,114,91000001,4770,91000001,177780
100001,115,91000001,4850,91000001,182550
100001,116,91000001,4940,91000001,187400
100001,117,91000001,5030,91000001,192340
100001,118,91000001,5110,91000001,197370
100001,119,91000001,5200,91000001,202480
100001,120,91000001,5290,91000001,207680
100001,121,91000001,5380,91000001,212970
100001,122,91000001,5470,91000001,218350
100001,123,91000001,5560,91000001,223820
100001,124,91000001,5650,91000001,229380
100001,125,91000001,5740,91000001,235030
100001,126,91000001,5840,91000001,240770
100001,127,91000001,5930,91000001,246610
100001,128,91000001,6020,91000001,252540
100001,129,91000001,6120,91000001,258560
100001,130,91000001,6210,91000001,264680
100001,131,91000001,6310,91000001,270890
100001,132,91000001,6410,91000001,277200
100001,133,91000001,6510,91000001,283610
100001,134,91000001,6610,91000001,290120
100001,135,91000001,6710,91000001,296730
100001,136,91000001,6810,91000001,303440
100001,137,91000001,6910,91000001,310250
100001,138,91000001,7010,91000001,317160
100001,139,91000001,7110,91000001,324170
100001,140,91000001,7210,91000001,331280
100001,141,91000001,7320,91000001,338490
100001,142,91000001,7420,91000001,345810
100001,143,91000001,7530,91000001,353230
100001,144,91000001,7640,91000001,360760
100001,145,91000001,7740,91000001,368400
100001,146,91000001,7850,91000001,376140
100001,147,91000001,7960,91000001,383990
100001,148,91000001,8070,91000001,391950
100001,149,91000001,8180,91000001,400020
100001,150,91000001,8290,91000001,408200
100001,151,91000001,8400,91000001,416490
100001,152,91000001,8510,91000001,424890
100001,153,91000001,8630,91000001,433400
100001,154,91000001,8740,91000001,442030
100001,155,91000001,8850,91000001,450770
100001,156,91000001,8970,91000001,459620
100001,157,91000001,9090,91000001,468590
100001,158,91000001,9200,91000001,477680
100001,159,91000001,9320,91000001,486880
100001,160,91000001,9440,91000001,496200
100001,161,91000001,9560,91000001,505640
100001,162,91000001,9680,91000001,515200
100001,163,91000001,9800,91000001,524880
100001,164,91000001,9920,91000001,534680
100001,165,91000001,10040,91000001,544600
100001,166,91000001,10160,91000001,554640
100001,167,91000001,10290,91000001,564800
100001,168,91000001,10410,91000001,575090
100001,169,91000001,10540,91000001,585500
100001,170,91000001,10660,91000001,596040
100001,171,91000001,10790,91000001,606700
100001,172,91000001,10920,91000001,617490
100001,173,91000001,11040,91000001,628410
100001,174,91000001,11170,91000001,639450
100001,175,91000001,11300,91000001,650620
100001,176,91000001,11430,91000001,661920
100001,177,91000001,11560,91000001,673350
100001,178,91000001,11700,91000001,684910
100001,179,91000001,11830,91000001,696610
100001,180,91000001,11960,91000001,708440
100001,181,91000001,12090,91000001,720400
100001,182,91000001,12230,91000001,732490
100001,183,91000001,12370,91000001,744720
100001,184,91000001,12500,91000001,757090
100001,185,91000001,12640,91000001,769590
100001,186,91000001,12780,91000001,782230
100001,187,91000001,12910,91000001,795010
100001,188,91000001,13050,91000001,807920
100001,189,91000001,13190,91000001,820970
100001,190,91000001,13330,91000001,834160
100001,191,91000001,13480,91000001,847490
100001,192,91000001,13620,91000001,860970
100001,193,91000001,13760,91000001,874590
100001,194,91000001,13900,91000001,888350
100001,195,91000001,14050,91000001,902250
100001,196,91000001,14190,91000001,916300
100001,197,91000001,14340,91000001,930490
100001,198,91000001,14490,91000001,944830
100001,199,91000001,14630,91000001,959320
100001,200,91000001,14780,91000001,973950
100002,1,91000001,10,91000001,1000
100002,2,91000001,10,91000001,1010
100002,3,91000001,10,91000001,1020
100002,4,91000001,10,91000001,1030
100002,5,91000001,10,91000001,1040
100002,6,91000001,20,91000001,1050
100002,7,91000001,30,91000001,1070
100002,8,91000001,30,91000001,1100
100002,9,91000001,40,91000001,1130
100002,10,91000001,50,91000001,1170
100002,11,91000001,60,91000001,1220
100002,12,91000001,70,91000001,1280
100002,13,91000001,90,91000001,1350
100002,14,91000001,100,91000001,1440
100002,15,91000001,120,91000001,1540
100002,16,91000001,130,91000001,1660
100002,17,91000001,150,91000001,1790
100002,18,91000001,170,91000001,1940
100002,19,91000001,190,91000001,2110
100002,20,91000001,210,91000001,2300
100002,21,91000001,230,91000001,2510
100002,22,91000001,250,91000001,2740
100002,23,91000001,280,91000001,2990
100002,24,91000001,300,91000001,3270
100002,25,91000001,330,91000001,3570
100002,26,91000001,360,91000001,3900
100002,27,91000001,380,91000001,4260
100002,28,91000001,410,91000001,4640
100002,29,91000001,440,91000001,5050
100002,30,91000001,480,91000001,5490
100002,31,91000001,510,91000001,5970
100002,32,91000001,540,91000001,6480
100002,33,91000001,580,91000001,7020
100002,34,91000001,620,91000001,7600
100002,35,91000001,650,91000001,8220
100002,36,91000001,690,91000001,8870
100002,37,91000001,730,91000001,9560
100002,38,91000001,770,91000001,10290
100002,39,91000001,810,91000001,11060
100002,40,91000001,860,91000001,11870
100002,41,91000001,900,91000001,12730
100002,42,91000001,950,91000001,13630
100002,43,91000001,990,91000001,14580
100002,44,91000001,1040,91000001,15570
100002,45,91000001,1090,91000001,16610
100002,46,91000001,1140,91000001,17700
100002,47,91000001,1190,91000001,18840
100002,48,91000001,1240,91000001,20030
100002,49,91000001,1300,91000001,21270
100002,50,91000001,1350,91000001,22570
100002,51,91000001,1400,91000001,23920
100002,52,91000001,1460,91000001,25320
100002,53,91000001,1520,91000001,26780
100002,54,91000001,1580,91000001,28300
100002,55,91000001,1640,91000001,29880
100002,56,91000001,1700,91000001,31520
100002,57,91000001,1760,91000001,33220
100002,58,91000001,1820,91000001,34980
100002,59,91000001,1890,91000001,36800
100002,60,91000001,1950,91000001,38690
100002,61,91000001,2020,91000001,40640
100002,62,91000001,2090,91000001,42660
100002,63,91000001,2160,91000001,44750
100002,64,91000001,2230,91000001,46910
100002,65,91000001,2300,91000001,49140
100002,66,91000001,2370,91000001,51440
100002,67,91000001,2440,91000001,53810
100002,68,91000001,2520,91000001,56250
100002,69,91000001,2590,91000001,58770
100002,70,91000001,2670,91000001,61360
100002,71,91000001,2750,91000001,64030
100002,72,91000001,2830,91000001,66780
100002,73,91000001,2910,91000001,69610
100002,74,91000001,2990,91000001,72520
100002,75,91000001,3070,91000001,75510
100002,76,91000001,3150,91000001,78580
100002,77,91000001,3240,91000001,81730
100002,78,91000001,3320,91000001,84970
100002,79,91000001,3410,91000001,88290
100002,80,91000001,3500,91000001,91700
100002,81,91000001,3590,91000001,95200
100002,82,91000001,3680,91000001,98790
100002,83,91000001,3770,91000001,102470
100002,84,91000001,3860,91000001,106240
100002,85,91000001,3950,91000001,110100
100002,86,91000001,4050,91000001,114050
100002,87,91000001,4150,91000001,118100
100002,88,91000001,4240,91000001,122250
100002,89,91000001,4340,91000001,126490
100002,90,91000001,4440,91000001,130830
100002,91,91000001,4540,91000001,135270
100002,92,91000001,4640,91000001,139810
100002,93,91000001,4740,91000001,144450
100002,94,91000001,4850,91000001,149190
100002,95,91000001,4950,91000001,154040
100002,96,91000001,5060,91000001,158990
100002,97,91000001,5160,91000001,164050
100002,98,91000001,5270,91000001,169210
100002,99,91000001,5380,91000001,174480
100002,100,91000001,5490,91000001,179860
100002,101,91000001,5600,91000001,185350
100002,102,91000001,5720,91000001,190950
100002,103,91000001,5830,91000001,196670
100002,104,91000001,5940,91000001,202500
100002,105,91000001,6060,91000001,208440
100002,106,91000001,6180,91000001,214500
100002,107,91000001,6290,91000001,220680
100002,108,91000001,6410,91000001,226970
100002,109,91000001,6530,91000001,233380
100002,110,91000001,6660,91000001,239910
100002,111,91000001,6780,91000001,246570
100002,112,91000001,6900,91000001,253350
100002,113,91000001,7030,91000001,260250
100002,114,91000001,7150,91000001,267280
100002,115,91000001,7280,91000001,274430
100002,116,91000001,7410,91000001,281710
100002,117,91000001,7540,91000001,289120
100002,118,91000001,7670,91000001,296660
100002,119,91000001,7800,91000001,304330
100002,120,91000001,7930,91000001,312130
100002,121,91000001,8070,91000001,320060
100002,122,91000001,8200,91000001,328130
100002,123,91000001,8340,91000001,336330
