id,type,limit,weight,item,num,time,min,max
10101,1,2,100,91000002,10000,1,2000,4000
10101,1,2,100,91000002,10000,2,400,2000
10101,1,2,100,91000002,10000,3,500,1100
10101,1,2,100,91000002,10000,4,600,1200
10101,1,2,100,91000002,10000,5,700,1300
10101,1,2,100,91000002,10000,6,800,1400
10101,1,2,100,91000002,10000,7,900,1500
10101,1,2,100,91000002,10000,8,1000,1500
10101,1,2,100,91000002,10000,9,1100,1600
10101,1,2,100,91000002,10000,10,1200,1700
10101,1,2,100,91000002,10000,11,1500,2000
10101,1,2,100,91000002,10000,12,1800,2300
10101,1,2,100,91000002,10000,13,2300,2800
10101,1,2,100,91000002,10000,14,3200,3700
10101,1,2,100,91000002,10000,15,10000,10000
10102,1,2,500,91000002,5000,1,2000,4000
10102,1,2,500,91000002,5000,2,200,2000
10102,1,2,500,91000002,5000,3,300,1000
10102,1,2,500,91000002,5000,4,300,1000
10102,1,2,500,91000002,5000,5,300,1100
10102,1,2,500,91000002,5000,6,300,1100
10102,1,2,500,91000002,5000,7,400,1100
10102,1,2,500,91000002,5000,8,400,1200
10102,1,2,500,91000002,5000,9,500,1200
10102,1,2,500,91000002,5000,10,500,1200
10102,1,2,500,91000002,5000,11,600,1300
10102,1,2,500,91000002,5000,12,700,1300
10102,1,2,500,91000002,5000,13,800,1400
10102,1,2,500,91000002,5000,14,900,1500
10102,1,2,500,91000002,5000,15,1000,1600
10102,1,2,500,91000002,5000,16,1200,1800
10102,1,2,500,91000002,5000,17,1400,2000
10102,1,2,500,91000002,5000,18,1800,2300
10102,1,2,500,91000002,5000,19,2300,2800
10102,1,2,500,91000002,5000,20,10000,10000
10201,2,0,100,12400000,300,1,2000,4000
10201,2,0,100,12400000,300,2,400,2000
10201,2,0,100,12400000,300,3,500,1100
10201,2,0,100,12400000,300,4,600,1200
10201,2,0,100,12400000,300,5,700,1300
10201,2,0,100,12400000,300,6,800,1400
10201,2,0,100,12400000,300,7,900,1500
10201,2,0,100,12400000,300,8,1000,1500
10201,2,0,100,12400000,300,9,1100,1600
10201,2,0,100,12400000,300,10,1200,1700
10201,2,0,100,12400000,300,11,1500,2000
10201,2,0,100,12400000,300,12,1800,2300
10201,2,0,100,12400000,300,13,2300,2800
10201,2,0,100,12400000,300,14,3200,3700
10201,2,0,100,12400000,300,15,10000,10000
10202,2,0,500,12400000,150,1,2000,4000
10202,2,0,500,12400000,150,2,200,2000
10202,2,0,500,12400000,150,3,300,1000
10202,2,0,500,12400000,150,4,300,1000
10202,2,0,500,12400000,150,5,300,1100
10202,2,0,500,12400000,150,6,300,1100
10202,2,0,500,12400000,150,7,400,1100
10202,2,0,500,12400000,150,8,400,1200
10202,2,0,500,12400000,150,9,500,1200
10202,2,0,500,12400000,150,10,500,1200
10202,2,0,500,12400000,150,11,600,1300
10202,2,0,500,12400000,150,12,700,1300
10202,2,0,500,12400000,150,13,800,1400
10202,2,0,500,12400000,150,14,900,1500
10202,2,0,500,12400000,150,15,1000,1600
10202,2,0,500,12400000,150,16,1200,1800
10202,2,0,500,12400000,150,17,1400,2000
10202,2,0,500,12400000,150,18,1800,2300
10202,2,0,500,12400000,150,19,2300,2800
10202,2,0,500,12400000,150,20,10000,10000
10301,3,0,100,91000031,500000,1,2000,4000
10301,3,0,100,91000031,500000,2,400,2000
10301,3,0,100,91000031,500000,3,500,1100
10301,3,0,100,91000031,500000,4,600,1200
10301,3,0,100,91000031,500000,5,700,1300
10301,3,0,100,91000031,500000,6,800,1400
10301,3,0,100,91000031,500000,7,900,1500
10301,3,0,100,91000031,500000,8,1000,1500
10301,3,0,100,91000031,500000,9,1100,1600
10301,3,0,100,91000031,500000,10,1200,1700
10301,3,0,100,91000031,500000,11,1500,2000
10301,3,0,100,91000031,500000,12,1800,2300
10301,3,0,100,91000031,500000,13,2300,2800
10301,3,0,100,91000031,500000,14,3200,3700
10301,3,0,100,91000031,500000,15,10000,10000
10302,3,0,500,91000031,250000,1,2000,4000
10302,3,0,500,91000031,250000,2,200,2000
10302,3,0,500,91000031,250000,3,300,1000
10302,3,0,500,91000031,250000,4,300,1000
10302,3,0,500,91000031,250000,5,300,1100
10302,3,0,500,91000031,250000,6,300,1100
10302,3,0,500,91000031,250000,7,400,1100
10302,3,0,500,91000031,250000,8,400,1200
10302,3,0,500,91000031,250000,9,500,1200
10302,3,0,500,91000031,250000,10,500,1200
10302,3,0,500,91000031,250000,11,600,1300
10302,3,0,500,91000031,250000,12,700,1300
10302,3,0,500,91000031,250000,13,800,1400
10302,3,0,500,91000031,250000,14,900,1500
10302,3,0,500,91000031,250000,15,1000,1600
10302,3,0,500,91000031,250000,16,1200,1800
10302,3,0,500,91000031,250000,17,1400,2000
10302,3,0,500,91000031,250000,18,1800,2300
10302,3,0,500,91000031,250000,19,2300,2800
10302,3,0,500,91000031,250000,20,10000,10000
10401,4,0,100,91000001,20000000,1,2000,4000
10401,4,0,100,91000001,20000000,2,400,2000
10401,4,0,100,91000001,20000000,3,500,1100
10401,4,0,100,91000001,20000000,4,600,1200
10401,4,0,100,91000001,20000000,5,700,1300
10401,4,0,100,91000001,20000000,6,800,1400
10401,4,0,100,91000001,20000000,7,900,1500
10401,4,0,100,91000001,20000000,8,1000,1500
10401,4,0,100,91000001,20000000,9,1100,1600
10401,4,0,100,91000001,20000000,10,1200,1700
10401,4,0,100,91000001,20000000,11,1500,2000
10401,4,0,100,91000001,20000000,12,1800,2300
10401,4,0,100,91000001,20000000,13,2300,2800
10401,4,0,100,91000001,20000000,14,3200,3700
10401,4,0,100,91000001,20000000,15,10000,10000
10402,4,0,500,91000001,10000000,1,2000,4000
10402,4,0,500,91000001,10000000,2,200,2000
10402,4,0,500,91000001,10000000,3,300,1000
10402,4,0,500,91000001,10000000,4,300,1000
10402,4,0,500,91000001,10000000,5,300,1100
10402,4,0,500,91000001,10000000,6,300,1100
10402,4,0,500,91000001,10000000,7,400,1100
10402,4,0,500,91000001,10000000,8,400,1200
10402,4,0,500,91000001,10000000,9,500,1200
10402,4,0,500,91000001,10000000,10,500,1200
10402,4,0,500,91000001,10000000,11,600,1300
10402,4,0,500,91000001,10000000,12,700,1300
10402,4,0,500,91000001,10000000,13,800,1400
10402,4,0,500,91000001,10000000,14,900,1500
10402,4,0,500,91000001,10000000,15,1000,1600
10402,4,0,500,91000001,10000000,16,1200,1800
10402,4,0,500,91000001,10000000,17,1400,2000
10402,4,0,500,91000001,10000000,18,1800,2300
10402,4,0,500,91000001,10000000,19,2300,2800
10402,4,0,500,91000001,10000000,20,10000,10000
10501,5,0,100,91000027,100000,1,2000,4000
10501,5,0,100,91000027,100000,2,400,2000
10501,5,0,100,91000027,100000,3,500,1100
10501,5,0,100,91000027,100000,4,600,1200
