id,powername,power,powerid,type,page,place,holdreward,hourget,icon1,title1,txt1,icon2,title2,txt2,icon3,title3,txt3,kingadd,officerclass
1020101,font_wqzd,1,国王,1,1,1,91000034,5,king_tequan2.png,宣战,在国战宣战时间内，可向敌对势力的城池发起宣战,0,0,0,0,0,0,1,102
4020102,font_wqzd_04,2,一品公爵,1,1,2,91000034,4,0,0,0,0,0,0,0,0,0,1,103
4020103,font_wqzd_04,2,一品公爵,1,1,3,91000034,4,0,0,0,0,0,0,0,0,0,1,104
4020104,font_wqzd_04,2,一品公爵,1,1,4,91000034,4,0,0,0,0,0,0,0,0,0,1,105
4020105,font_wqzd_04,2,一品公爵,1,1,5,91000034,4,0,0,0,0,0,0,0,0,0,1,106
4020201,font_wqzd_04,2,一品公爵,1,2,1,91000034,4,0,0,0,0,0,0,0,0,0,1,107
4020202,font_wqzd_05,3,二品侯爵,1,2,2,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020203,font_wqzd_05,3,二品侯爵,1,2,3,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020204,font_wqzd_06,4,三品伯爵,1,2,4,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020205,font_wqzd_06,4,三品伯爵,1,2,5,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020301,font_wqzd_04,2,一品公爵,1,3,1,91000034,4,0,0,0,0,0,0,0,0,0,1,102
4020302,font_wqzd_05,3,二品侯爵,1,3,2,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020303,font_wqzd_05,3,二品侯爵,1,3,3,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020304,font_wqzd_06,4,三品伯爵,1,3,4,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020305,font_wqzd_06,4,三品伯爵,1,3,5,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020401,font_wqzd_04,2,一品公爵,1,4,1,91000034,4,0,0,0,0,0,0,0,0,0,1,102
4020402,font_wqzd_05,3,二品侯爵,1,4,2,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020403,font_wqzd_05,3,二品侯爵,1,4,3,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020404,font_wqzd_06,4,三品伯爵,1,4,4,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020405,font_wqzd_06,4,三品伯爵,1,4,5,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020501,font_wqzd_04,2,一品公爵,1,5,1,91000034,4,0,0,0,0,0,0,0,0,0,1,102
4020502,font_wqzd_05,3,二品侯爵,1,5,2,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020503,font_wqzd_05,3,二品侯爵,1,5,3,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4020504,font_wqzd_06,4,三品伯爵,1,5,4,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4020505,font_wqzd_06,4,三品伯爵,1,5,5,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030101,font_wqzd_05,3,二品侯爵,2,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4030102,font_wqzd_06,4,三品伯爵,2,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030103,font_wqzd_06,4,三品伯爵,2,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030104,font_wqzd_07,5,四品子爵,2,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030105,font_wqzd_07,5,四品子爵,2,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030201,font_wqzd_05,3,二品侯爵,2,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4030202,font_wqzd_06,4,三品伯爵,2,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030203,font_wqzd_06,4,三品伯爵,2,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030204,font_wqzd_07,5,四品子爵,2,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030205,font_wqzd_07,5,四品子爵,2,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030301,font_wqzd_05,3,二品侯爵,2,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4030302,font_wqzd_06,4,三品伯爵,2,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030303,font_wqzd_06,4,三品伯爵,2,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030304,font_wqzd_07,5,四品子爵,2,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030305,font_wqzd_07,5,四品子爵,2,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030401,font_wqzd_05,3,二品侯爵,2,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4030402,font_wqzd_06,4,三品伯爵,2,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030403,font_wqzd_06,4,三品伯爵,2,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030404,font_wqzd_07,5,四品子爵,2,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030405,font_wqzd_07,5,四品子爵,2,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030501,font_wqzd_05,3,二品侯爵,2,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4030502,font_wqzd_06,4,三品伯爵,2,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030503,font_wqzd_06,4,三品伯爵,2,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4030504,font_wqzd_07,5,四品子爵,2,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4030505,font_wqzd_07,5,四品子爵,2,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040101,font_wqzd_05,3,二品侯爵,3,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4040102,font_wqzd_06,4,三品伯爵,3,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040103,font_wqzd_06,4,三品伯爵,3,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040104,font_wqzd_07,5,四品子爵,3,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040105,font_wqzd_07,5,四品子爵,3,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040201,font_wqzd_05,3,二品侯爵,3,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4040202,font_wqzd_06,4,三品伯爵,3,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040203,font_wqzd_06,4,三品伯爵,3,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040204,font_wqzd_07,5,四品子爵,3,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040205,font_wqzd_07,5,四品子爵,3,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040301,font_wqzd_05,3,二品侯爵,3,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4040302,font_wqzd_06,4,三品伯爵,3,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040303,font_wqzd_06,4,三品伯爵,3,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040304,font_wqzd_07,5,四品子爵,3,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040305,font_wqzd_07,5,四品子爵,3,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040401,font_wqzd_05,3,二品侯爵,3,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4040402,font_wqzd_06,4,三品伯爵,3,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040403,font_wqzd_06,4,三品伯爵,3,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040404,font_wqzd_07,5,四品子爵,3,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040405,font_wqzd_07,5,四品子爵,3,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040501,font_wqzd_05,3,二品侯爵,3,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4040502,font_wqzd_06,4,三品伯爵,3,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040503,font_wqzd_06,4,三品伯爵,3,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4040504,font_wqzd_07,5,四品子爵,3,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4040505,font_wqzd_07,5,四品子爵,3,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050101,font_wqzd_05,3,二品侯爵,4,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4050102,font_wqzd_06,4,三品伯爵,4,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050103,font_wqzd_06,4,三品伯爵,4,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050104,font_wqzd_07,5,四品子爵,4,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050105,font_wqzd_07,5,四品子爵,4,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050201,font_wqzd_05,3,二品侯爵,4,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
