id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,starlv_icon
1001,1,2,1,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,30101000,0,12100101,0,0,0,7,0,10,0,99,0,30,0,7,0,99,0,10,0,30,0,99,0,7,0,10,0,99,0,30,0,7,0,99,0,10,0,30,0,99,0,6,0,8,0,99,0,100100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,2,2,2,91000001,500,30101001,5,91000001,500,30102001,5,91000001,500,30103001,5,91000001,500,30104001,5,91000001,500,30105001,5,91000001,500,30106001,5,91000001,1000,30101000,20,12100101,0,0,0,7,30,10,30,99,9113,30,10,7,30,99,9113,10,30,30,10,99,9113,7,30,10,30,99,9113,30,10,7,30,99,9113,10,30,30,10,99,9113,6,2580,8,90,99,36454,100100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,3,2,3,91000001,2000,30101002,5,91000001,2000,30102002,5,91000001,2000,30103002,5,91000001,2000,30104002,5,91000001,2000,30105002,5,91000001,2000,30106002,5,91000001,3000,30101000,50,12100101,0,0,0,7,90,10,70,99,25062,30,40,7,90,99,25062,10,70,30,40,99,25062,7,90,10,70,99,25062,30,40,7,90,99,25062,10,70,30,40,99,25062,6,7110,8,240,99,100249,100100,0,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,4,3,1,91000001,10000,30101003,10,91000001,10000,30102003,10,91000001,10000,30103003,10,91000001,10000,30104003,10,91000001,10000,30105003,10,91000001,10000,30106003,10,91000001,19000,30101000,100,12100101,0,0,0,7,180,10,140,99,51264,30,70,7,180,99,51264,10,140,30,70,99,51264,7,180,10,140,99,51264,30,70,7,180,99,51264,10,140,30,70,99,51264,6,14540,8,490,99,205056,100100,100101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,5,3,2,91000001,32000,30101004,10,91000001,32000,30102004,10,91000001,32000,30103004,10,91000001,32000,30104004,10,91000001,32000,30105004,10,91000001,32000,30106004,10,91000001,64000,30101000,200,12100101,30,0,0,7,310,10,260,99,91136,30,130,7,310,99,91136,10,260,30,130,99,91136,7,310,10,260,99,91136,30,130,7,310,99,91136,10,260,30,130,99,91136,6,25850,8,860,99,364544,100100,100101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,6,3,3,91000001,78000,30101005,15,91000001,78000,30102005,15,91000001,78000,30103005,15,91000001,78000,30104005,15,91000001,78000,30105005,15,91000001,78000,30106005,15,91000001,155000,30101000,500,12100101,30,0,0,7,500,10,410,99,145817,30,210,7,500,99,145817,10,410,30,210,99,145817,7,500,10,410,99,145817,30,210,7,500,99,145817,10,410,30,210,99,145817,6,41350,8,1380,99,583270,100100,100101,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,7,4,1,91000001,155000,30101006,20,91000001,155000,30102006,20,91000001,155000,30103006,20,91000001,155000,30104006,20,91000001,155000,30105006,20,91000001,155000,30106006,20,91000001,311000,30101000,1000,12100101,60,0,0,7,790,10,640,99,227840,30,320,7,790,99,227840,10,640,30,320,99,227840,7,790,10,640,99,227840,30,320,7,790,99,227840,10,640,30,320,99,227840,6,64610,8,2160,99,911360,100100,100101,100102,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,8,4,2,91000001,277000,30101007,40,91000001,277000,30102007,40,91000001,277000,30103007,40,91000001,277000,30104007,40,91000001,277000,30105007,40,91000001,277000,30106007,40,91000001,553000,30101000,3000,12100101,90,0,0,7,1260,10,1020,99,364544,30,520,7,1260,99,364544,10,1020,30,520,99,364544,7,1260,10,1020,99,364544,30,520,7,1260,99,364544,10,1020,30,520,99,364544,6,103380,8,3450,99,1458176,100100,100101,100102,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,9,4,3,91000001,453000,30101008,60,91000001,453000,30102008,60,91000001,453000,30103008,60,91000001,453000,30104008,60,91000001,453000,30105008,60,91000001,453000,30106008,60,91000001,906000,30101000,5000,12100101,120,0,0,7,1890,10,1540,99,546816,30,770,7,1890,99,546816,10,1540,30,770,99,546816,7,1890,10,1540,99,546816,30,770,7,1890,99,546816,10,1540,30,770,99,546816,6,155070,8,5170,99,2187264,100100,100101,100102,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,10,5,1,91000001,699000,30101009,100,91000001,699000,30102009,100,91000001,699000,30103009,100,91000001,699000,30104009,100,91000001,699000,30105009,100,91000001,699000,30106009,100,91000001,1397000,30101000,8000,12100101,150,0,0,7,2710,10,2210,99,786048,30,1110,7,2710,99,786048,10,2210,30,1110,99,786048,7,2710,10,2210,99,786048,30,1110,7,2710,99,786048,10,2210,30,1110,99,786048,6,222920,8,7440,99,3144192,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,11,5,2,91000001,1029000,30101010,180,91000001,1029000,30102010,180,91000001,1029000,30103010,180,91000001,1029000,30104010,180,91000001,1029000,30105010,180,91000001,1029000,30106010,180,91000001,2057000,30101000,12000,12100101,180,0,0,7,3610,10,2940,99,1048064,30,1480,7,3610,99,1048064,10,2940,30,1480,99,1048064,7,3610,10,2940,99,1048064,30,1480,7,3610,99,1048064,10,2940,30,1480,99,1048064,6,297230,8,9920,99,4192256,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,12,5,3,91000001,1461000,30101011,240,91000001,1461000,30102011,240,91000001,1461000,30103011,240,91000001,1461000,30104011,240,91000001,1461000,30105011,240,91000001,1461000,30106011,240,91000001,2922000,30101000,16000,12100101,210,0,0,7,4560,10,3710,99,1321472,30,1870,7,4560,99,1321472,10,3710,30,1870,99,1321472,7,4560,10,3710,99,1321472,30,1870,7,4560,99,1321472,10,3710,30,1870,99,1321472,6,374760,8,12500,99,5285888,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,13,6,1,91000001,2015000,30101012,320,91000001,2015000,30102012,320,91000001,2015000,30103012,320,91000001,2015000,30104012,320,91000001,2015000,30105012,320,91000001,2015000,30106012,320,91000001,4030000,30101000,22000,12100101,240,0,0,7,5580,10,4540,99,1617664,30,2290,7,5580,99,1617664,10,4540,30,2290,99,1617664,7,5580,10,4540,99,1617664,30,2290,7,5580,99,1617664,10,4540,30,2290,99,1617664,6,458760,8,15310,99,6470656,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,14,6,2,91000001,2712000,30101013,400,91000001,2712000,30102013,400,91000001,2712000,30103013,400,91000001,2712000,30104013,400,91000001,2712000,30105013,400,91000001,2712000,30106013,400,91000001,5425000,30101000,28000,12100101,270,0,0,7,6680,10,5440,99,1936640,30,2740,7,6680,99,1936640,10,5440,30,2740,99,1936640,7,6680,10,5440,99,1936640,30,2740,7,6680,99,1936640,10,5440,30,2740,99,1936640,6,549220,8,18330,99,7746560,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1001,15,6,3,91000001,3578000,30101014,500,91000001,3578000,30102014,500,91000001,3578000,30103014,500,91000001,3578000,30104014,500,91000001,3578000,30105014,500,91000001,3578000,30106014,500,91000001,7157000,30101000,36000,12100101,300,0,0,7,7860,10,6400,99,2278400,30,3220,7,7860,99,2278400,10,6400,30,3220,99,2278400,7,7860,10,6400,99,2278400,30,3220,7,7860,99,2278400,10,6400,30,3220,99,2278400,6,646140,8,21560,99,9113600,100100,100101,100102,100103,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
