id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,城堡
2,1,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500601,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,10,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500602,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,4,8,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500605,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,1,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
6,1,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
7,10,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,10,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,3,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,2,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,601106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
