id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
3401,第一关,  前军牙将,hpicon_hero2005,2,19,11,C_muzhuang_01.png,1103,10,15,1,7,0,1,5,0,0,0,0,0,0,340101,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
3402,第二关,中军牙将,hpicon_hero3002,2,24,12,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,340201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3403,第三关,  中军牙将,hpicon_hero2013,2,20,14,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,340301,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3404,第四关,  后军牙将,hpicon_hero1010,2,29,14,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,340401,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3405,第五关,  后军牙将,hpicon_hero2010,2,25,16,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,340501,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3406,第六关,  后军牙将,hpicon_hero3001,2,21,18,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,340601,0,0,0,0,0,1,0,我们已经准备好了。
3407,第七关,  前军牙将,hpicon_hero2005,2,22,27,C_muzhuang_01.png,7101,10,15,1,1,0,1,5,0,0,0,0,0,0,340701,0,0,0,0,0,1,0,我们会保护好队友的。
3408,第八关,  前军牙将,hpicon_hero2011,2,15.3,29.3,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,340801,0,0,0,0,0,1,0,没有人能突破这个防线！
3409,第九关,  后军牙将,hpicon_hero4006,2,19.3,31.3,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,340901,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3410,第十关,  前军裨将,hpicon_hero1009,2,25.5,41.5,C_muzhuang_01.png,7101,10,15,1,7,0,1,5,0,0,0,0,0,0,341001,0,0,0,0,0,1,0,我们会保护好队友的。
3411,第十一关,  中军裨将,hpicon_hero1010,2,28.5,47.7,C_muzhuang_01.png,2104,10,15,1,7,0,1,5,0,0,0,0,0,0,341101,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3412,第十二关,  中军裨将,hpicon_hero3002,2,34.5,44.7,C_muzhuang_01.png,2104,10,15,1,7,0,1,5,0,0,0,0,0,0,341201,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3413,第十三关,  后军裨将,hpicon_hero2013,2,49.8,46.8,C_muzhuang_01.png,2104,10,15,1,7,0,1,5,0,0,0,0,0,0,341301,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3414,第十四关,  后军裨将,hpicon_hero1001,2,54,51,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,341401,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3415,第十五关,  后军裨将,hpicon_hero2011,2,58,49,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,341501,0,0,0,0,0,1,0,我们已经准备好了。
3416,第十六关,  前军裨将,hpicon_hero1009,2,80,45,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,341601,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
