id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
5901,第一关,0,0,2,17,24,C_muzhuang_01.png,14011,8,20,1,5,0,1,5,0,0,0,0,0,0,5901,0,0,0,0,0,1,0,0
5902,第二关搜索,0,0,0,16,14,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,5902,15,0,15,192,0,0,0,0
5903,第三关,0,0,2,25,11,C_muzhuang_01.png,13001,8,20,1,5,0,1,5,0,0,0,0,0,0,5904,0,0,0,0,0,1,115903,0
5904,第四关,0,0,2,35,13,C_muzhuang_01.png,13102,10,20,1,5,0,1,5,0,0,0,0,0,0,5905,0,0,0,0,0,1,0,0
5905,第五关,0,0,2,35,22,C_muzhuang_01.png,14011,8,20,1,7,0,1,5,0,0,0,0,0,0,5906,0,0,0,0,0,1,115905,0
5906,第六关,0,0,2,48,32,C_muzhuang_01.png,13001,8,20,1,7,0,1,5,0,0,0,0,0,0,5907,0,0,0,0,0,1,0,0
5907,第七关搜索,0,0,0,48,10,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,5908,15,0,15,192,0,0,0,0
5908,第八关,0,0,2,54,24,C_muzhuang_01.png,14011,8,20,1,5,0,1,5,0,0,0,0,0,0,5910,0,0,0,0,0,1,115908,0
5909,第九关,0,0,2,51,15,C_muzhuang_01.png,13103,10,20,1,4,0,1,5,0,0,0,0,0,0,5911,0,0,0,0,0,1,0,0
5910,第十关,0,0,2,59,15,C_muzhuang_01.png,11004,10,20,9,5,0,1,5,0,0,0,0,0,0,5912,0,0,0,0,0,1,115910,0
5911,传送门,0,0,2,65,11,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,591005912,0,0,0,0,0,5920,0,0,0,0,0,1,0,0
5912,第一关宝物,0,0,3,19,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,590105901,0,0,0,0,0,103,0,5913,0,0,0,1,0,0
5913,第三关宝物,0,0,3,28,12,C_qianbi_03.png,0,8,20,7,4,0,1,5,590305904,0,0,0,0,0,103,0,5914,0,0,0,1,0,0
5914,第四关宝物,0,0,3,35,15,C_zuanshi_03.png,0,8,20,7,4,0,1,5,590405905,0,0,0,0,0,113,0,5915,0,0,0,1,0,0
5915,第五关宝物,0,0,3,37,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,590505906,0,0,0,0,0,103,0,5916,0,0,0,1,0,0
5916,第六关宝物,0,0,3,51,32,C_zuanshi_03.png,0,8,20,7,4,0,1,5,590605907,0,0,0,0,0,113,0,5917,0,0,0,1,0,0
5917,第八关宝物,0,0,3,52,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,590805910,0,0,0,0,0,103,0,5918,0,0,0,1,0,0
5918,第九关宝物,0,0,3,52,13,C_zuanshi_03.png,0,8,20,7,4,0,1,5,590905911,0,0,0,0,0,113,0,5919,0,0,0,1,0,0
