id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
6901,第一关,0,0,2,14,19,C_muzhuang_01.png,12001,8,20,1,5,0,1,5,0,0,0,0,0,0,6901,0,0,0,0,0,1,0,0
6902,第二关搜索,0,0,0,30,7,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,6902,16,0,16,192,0,0,0,0
6903,第三关,0,0,2,22,15,C_muzhuang_01.png,11007,8,20,1,5,0,1,5,0,0,0,0,0,0,6904,0,0,0,0,0,1,116903,0
6904,第四关,0,0,2,21,28,C_muzhuang_01.png,13101,10,20,1,1,0,1,5,0,0,0,0,0,0,6905,0,0,0,0,0,1,0,0
6905,第五关,0,0,2,29,21,C_muzhuang_01.png,13008,8,20,1,7,0,1,5,0,0,0,0,0,0,6906,0,0,0,0,0,1,116905,0
6906,第六关,0,0,2,60,29,C_muzhuang_01.png,12001,8,20,1,7,0,1,5,0,0,0,0,0,0,6907,0,0,0,0,0,1,0,0
6907,第七关搜索,0,0,0,53,10,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,6908,16,0,16,192,0,0,0,0
6908,第八关,0,0,2,44,24,C_muzhuang_01.png,13009,8,20,1,5,0,1,5,0,0,0,0,0,0,6910,0,0,0,0,0,1,116908,0
6909,第九关,0,0,2,53,21,C_muzhuang_01.png,13103,10,20,1,6,0,1,5,0,0,0,0,0,0,6911,0,0,0,0,0,1,0,0
6910,第十关,0,0,2,61,18,C_muzhuang_01.png,12001,10,20,9,5,0,1,5,0,0,0,0,0,0,6912,0,0,0,0,0,1,116910,0
6911,传送门,0,0,2,67,15,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,691006912,0,0,0,0,0,6920,0,0,0,0,0,1,0,0
6912,第一关宝物,0,0,3,14,17,C_qianbi_03.png,0,8,20,7,4,0,1,5,690106901,0,0,0,0,0,103,0,6913,0,0,0,1,0,0
6913,第三关宝物,0,0,3,22,13,C_qianbi_03.png,0,8,20,7,4,0,1,5,690306904,0,0,0,0,0,103,0,6914,0,0,0,1,0,0
6914,第四关宝物,0,0,3,23,30,C_zuanshi_03.png,0,8,20,7,4,0,1,5,690406905,0,0,0,0,0,113,0,6915,0,0,0,1,0,0
6915,第五关宝物,0,0,3,27,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,690506906,0,0,0,0,0,103,0,6916,0,0,0,1,0,0
6916,第六关宝物,0,0,3,62,29,C_zuanshi_03.png,0,8,20,7,4,0,1,5,690606907,0,0,0,0,0,113,0,6917,0,0,0,1,0,0
6917,第八关宝物,0,0,3,45,22,C_qianbi_03.png,0,8,20,7,4,0,1,5,690806910,0,0,0,0,0,103,0,6918,0,0,0,1,0,0
6918,第九关宝物,0,0,3,55,21,C_zuanshi_03.png,0,8,20,7,4,0,1,5,690906911,0,0,0,0,0,113,0,6919,0,0,0,1,0,0
