id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
3601,第一关,  前军裨将,hpicon_hero2005,2,23.5,47,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,360101,0,0,0,0,0,1,0,没有人能突破这个防线！
3602,第二关,中军裨将,hpicon_hero3002,2,25,44,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,360201,0,0,0,0,0,1,0,看我们一下一个窟窿。
3603,第三关,  中军裨将,hpicon_hero2013,2,29,46,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,360301,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3604,第四关,  后军裨将,hpicon_hero1010,2,27,41,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,360401,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3605,第五关,  后军裨将,hpicon_hero2010,2,31,43,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,360501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3606,第六关,  后军裨将,hpicon_hero3001,2,35,45,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,360601,0,0,0,0,0,1,0,我们已经准备好了。
3607,第七关,  前军裨将,hpicon_hero2005,2,50.3,48.3,C_muzhuang_01.png,2101,10,15,1,5,0,1,5,0,0,0,0,0,0,360701,0,0,0,0,0,1,0,没有人能突破这个防线！
3608,第八关,  后军裨将,hpicon_hero2011,2,54.8,50.8,C_muzhuang_01.png,2101,10,15,1,5,0,1,5,0,0,0,0,0,0,360801,0,0,0,0,0,1,0,看我们一下一个窟窿。
3609,第九关,  后军裨将,hpicon_hero4006,2,57.8,47.3,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,360901,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3610,第十关,  前军裨将,hpicon_hero1009,2,63.5,44.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,361001,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3611,第十一关,  后军裨将,hpicon_hero1010,2,65.5,41.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,361101,0,0,0,0,0,1,0,我们灵巧而精确。
3612,第十二关,  后军裨将,hpicon_hero3002,2,69,43.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,361201,0,0,0,0,0,1,0,我们射的又快又准。
3613,第十三关,  前军裨将,hpicon_hero2013,2,77,43.5,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,361301,0,0,0,0,0,1,0,我们会保护好队友的。
3614,第十四关,  前军裨将,hpicon_hero1001,2,78.5,47,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,361401,0,0,0,0,0,1,0,没有人能突破这个防线！
3615,第十五关,  前军裨将,hpicon_hero2011,2,82.5,45,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,361501,0,0,0,0,0,1,0,站在我们身后就好！
3616,第十六关,  中军裨将,hpicon_hero1009,2,80,49.8,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,361601,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3617,第十七关,  中军裨将,hpicon_hero3001,2,84,48,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,361701,0,0,0,0,0,1,0,看我们一下一个窟窿。
3618,第十八关,  中军裨将,hpicon_hero3001,2,87.9,46.1,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,361801,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3619,第十九关,  后军裨将,hpicon_hero1010,2,95,34,C_muzhuang_01.png,2101,10,15,1,3,0,1,5,0,0,0,0,0,0,361901,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3620,第二十关,  后军裨将,hpicon_hero3004,2,89.5,31.5,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,362001,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3621,第二十一关,  后军裨将,hpicon_hero3004,2,87.3,28.5,C_muzhuang_01.png,2104,10,15,1,5,0,1,5,0,0,0,0,0,0,362101,0,0,0,0,0,1,0,我们已经准备好了。
3622,第二十二关,  前军裨将,hpicon_hero1005,2,85.5,17,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,362201,0,0,0,0,0,1,0,没有人能突破这个防线！
3623,第二十三关,  前军裨将,hpicon_hero3004,2,89.5,15,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,362301,0,0,0,0,0,1,0,没有人能突破这个防线！
3624,第二十四关,  后军裨将,hpicon_hero1018,2,84.5,14,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,362401,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3625,第二十五关,  前军裨将,hpicon_hero3010,2,71.3,10,C_muzhuang_01.png,1101,10,15,1,1,0,1,5,0,0,0,0,0,0,362501,0,0,0,0,0,1,0,我们会保护好队友的。
3626,第二十六关,  前军裨将,hpicon_hero2010,2,67,12,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,362601,0,0,0,0,0,1,0,没有人能突破这个防线！
3627,第二十七关,  中军裨将,hpicon_hero2010,2,63,14,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,362701,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
3628,第二十八关,  中军裨将,hpicon_hero3009,2,63.5,18,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,362801,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3629,第二十九关,  中军裨将,hpicon_hero1018,2,66.8,20,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,362901,0,0,0,0,0,1,0,准备好受死了么？
3630,第三十关,  后军裨将,hpicon_hero1010,2,61.5,21,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,363001,0,0,0,0,0,1,0,我们灵巧而精确。
3631,第三十一关,  后军裨将,hpicon_hero3004,2,57.5,23,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,363101,0,0,0,0,0,1,0,我们射的又快又准。
3632,第三十二关,  前军裨将,hpicon_hero3009,2,33,22,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,363201,0,0,0,0,0,1,0,站在我们身后就好！
3633,第三十三关,  中军裨将,hpicon_hero1018,2,28,21,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,363301,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3634,第三十四关,  中军裨将,hpicon_hero1010,2,32,19,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,363401,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3635,第三十五关,  右军偏将,hpicon_hero3004,2,21.5,20.5,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,363501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3636,第三十六关,  左军偏将,hpicon_hero3004,2,29.5,16.5,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,363601,0,0,0,0,0,1,0,准备好受死了么？
3637,第三十七关,  后军偏将,hpicon_hero2004,2,17,18,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,363701,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3638,第三十八关,  后军偏将,hpicon_hero1005,2,21,16,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,363801,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3639,第三十九关,  后军偏将,hpicon_hero2010,2,25,14,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,363901,0,0,0,0,0,1,0,我们已经准备好了。
3640,第四十关,   孙权,hpicon_hero4005,2,25.5,18.5,C_muzhuang_01.png,4005,10,15,1,3,0,1,5,0,0,0,0,0,0,364001,0,0,0,0,0,1,0,哈哈哈哈，来战吧！
