id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
801,第一关,  前军裨将,hpicon_hero2005,2,84.7,47.7,C_muzhuang_01.png,2101,10,15,1,3,0,1,5,0,0,0,0,0,0,80101,0,0,0,0,0,1,0,这盾牌可真大啊！
802,第二关,中军裨将,hpicon_hero3002,2,79,50,C_muzhuang_01.png,2101,10,15,1,3,0,1,5,0,0,0,0,0,0,80201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
803,第三关,  中军裨将,hpicon_hero2013,2,78,45.8,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,80301,0,0,0,0,0,1,0,看我们一下一个窟窿。
804,第四关,  后军裨将,hpicon_hero1010,2,71,46,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,80401,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
805,第五关,  后军裨将,hpicon_hero2010,2,75,44,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,80501,0,0,0,0,0,1,0,我们所有人都瞄的很准！
806,第六关,  后军裨将,hpicon_hero3001,2,79,42,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,80601,0,0,0,0,0,1,0,我们已经准备好了。
807,第七关,  前军裨将,hpicon_hero2011,2,83,31,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,80701,0,0,0,0,0,1,0,这盾牌可真大啊！
808,第八关,  中军裨将,hpicon_hero1005,2,88,30,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,80801,0,0,0,0,0,1,0,看我们一下一个窟窿。
809,第九关,  中军裨将,hpicon_hero3002,2,84,28,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,80901,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
810,第十关,  后军偏将,hpicon_hero1010,2,93,29,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,81001,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
811,第十一关,  后军偏将,hpicon_hero1005,2,89,27,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,81101,0,0,0,0,0,1,0,我们所有人都瞄的很准！
812,第十二关,  后军偏将,hpicon_hero2004,2,85,25,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,81201,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
813,第十三关,  前军裨将,hpicon_hero4006,2,79,16,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,81301,0,0,0,0,0,1,0,我们会保护好队友的。
814,第十四关,  前军裨将,hpicon_hero1009,2,75,18,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,81401,0,0,0,0,0,1,0,没有人能突破这个防线！
815,第十五关,  前军裨将,hpicon_hero1010,2,71,20,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,81501,0,0,0,0,0,1,0,站在我们身后就好！
816,第十六关,  中军裨将,hpicon_hero3002,2,76,14,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,81601,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
817,第十七关,  中军裨将,hpicon_hero2013,2,72,16,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,81701,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
818,第十八关,  中军裨将,hpicon_hero1001,2,68,18,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,81801,0,0,0,0,0,1,0,准备好受死了么？
819,第十九关,  后军裨将,hpicon_hero2011,2,73,12,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,81901,0,0,0,0,0,1,0,我们灵巧而精确。
820,第二十关,  后军裨将,hpicon_hero1009,2,69,14,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,82001,0,0,0,0,0,1,0,我们射的又快又准。
821,第二十一关,  后军裨将,hpicon_hero3001,2,65,16,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,82101,0,0,0,0,0,1,0,我们喜欢平原地区。
822,第二十二关,  前军裨将,hpicon_hero3001,2,54.3,27,C_muzhuang_01.png,1900,10,15,1,1,0,1,5,0,0,0,0,0,0,82201,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
823,第二十三关,  中军裨将,hpicon_hero1010,2,52.8,31.7,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,82301,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
824,第二十四关,  后军裨将,hpicon_hero3004,2,47.8,34.4,C_muzhuang_01.png,1102,10,15,1,1,0,1,5,0,0,0,0,0,0,82401,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
