id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,丛林
2,2,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500623,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,14,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500624,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,7,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500629,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,13,15,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500630,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,15,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
7,15,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,1,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,1,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,7,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,6,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,6,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,14,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,14,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,15,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,604110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
