id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,2,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,城堡
2,6,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600913,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,6,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600914,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,9,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600919,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,10,9,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600920,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,14,4,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600923,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,9,0,0,0,0,普通首领
7,14,10,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600924,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,10,0,0,0,0,普通首领
8,7,5,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,7,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,7,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,7,11,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,10,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,11,3,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,9,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,9,12,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
16,15,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
17,15,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4202110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
18,15,7,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,4202201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
19,15,9,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,4202202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
