id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
7501,第一关,0,0,2,46,28,C_muzhuang_01.png,13009,8,20,1,5,0,1,5,0,0,0,0,0,0,7501,0,0,0,0,0,1,0,0
7502,第二关搜索,0,0,0,47,20,B_yiji_02.png,0,10,20,5,1,0,1,5,0,0,0,0,0,0,7502,15,0,15,192,0,0,0,0
7503,第三关,0,0,2,62,19,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,7504,0,0,0,0,0,1,117503,0
7504,第四关,0,0,2,58,28,C_muzhuang_01.png,11101,10,25,1,5,0,1,5,0,0,0,0,0,0,7505,0,0,0,0,0,1,0,0
7505,第五关,0,0,2,46,9,C_muzhuang_01.png,14006,8,20,1,4,0,1,5,0,0,0,0,0,0,7506,0,0,0,0,0,1,117505,0
7506,第六关,0,0,2,18,27,C_muzhuang_01.png,15007,12,35,2,1,0,1,5,0,0,0,0,0,0,7507,0,0,0,0,0,1,0,0
7507,第七关搜索,0,0,0,11,9,B_yiji_02.png,0,10,20,5,1,0,1,5,0,0,0,0,0,0,7508,15,0,15,192,0,0,0,0
7508,第八关,0,0,2,26,20,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,7510,0,0,0,0,0,1,117508,0
7509,第九关,0,0,2,17,19,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,7511,0,0,0,0,0,1,0,0
7510,第十关,0,0,2,24,11,C_muzhuang_01.png,13007,10,20,9,5,0,1,5,0,0,0,0,0,0,7512,0,0,0,0,0,1,117510,0
7511,传送门,0,0,2,25,6,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,751007512,0,0,0,0,0,7520,0,0,0,0,0,1,0,0
7512,第一关宝物,0,0,3,48,27,C_qianbi_01.png,0,8,20,7,4,0,1,5,750107501,0,0,0,0,0,103,0,7513,0,0,0,1,0,0
7513,第三关宝物,0,0,3,60,18,C_qianbi_01.png,0,8,20,7,4,0,1,5,750307504,0,0,0,0,0,103,0,7514,0,0,0,1,0,0
7514,第四关宝物,0,0,3,58,26,C_zuanshi_01.png,0,8,20,7,4,0,1,5,750407505,0,0,0,0,0,113,0,7515,0,0,0,1,0,0
7515,第五关宝物,0,0,3,44,10,C_qianbi_01.png,0,8,20,7,4,0,1,5,750507506,0,0,0,0,0,103,0,7516,0,0,0,1,0,0
7516,第六关宝物,0,0,3,14,29,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7517,第八关宝物,0,0,3,24,21,C_qianbi_01.png,0,8,20,7,4,0,1,5,750807510,0,0,0,0,0,103,0,7518,0,0,0,1,0,0
7518,第九关宝物,0,0,3,15,19,C_zuanshi_01.png,0,8,20,7,4,0,1,5,750907511,0,0,0,0,0,113,0,7519,0,0,0,1,0,0
7519,第六关宝物,0,0,3,11,28,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7520,第六关宝物,0,0,3,11,29,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7521,第六关宝物,0,0,3,11,30,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7522,第六关宝物,0,0,3,12,31,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7523,第六关宝物,0,0,3,13,32,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7524,第六关宝物,0,0,3,14,31,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7525,第六关宝物,0,0,3,14,32,C_zuanshi_02.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,113,0,7517,0,0,0,1,0,0
7526,第六关宝物,0,0,3,15,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,103,0,7517,0,0,0,1,0,0
7527,第六关宝物,0,0,3,16,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,103,0,7517,0,0,0,1,0,0
7528,第六关宝物,0,0,3,17,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,103,0,7517,0,0,0,1,0,0
7529,第六关宝物,0,0,3,18,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,103,0,7517,0,0,0,1,0,0
7530,第六关宝物,0,0,3,19,31,C_qianbi_01.png,0,8,20,7,4,0,1,5,750607507,0,0,0,0,0,103,0,7517,0,0,0,1,0,0
