id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
2701,第一关,  前军牙将,hpicon_hero2005,2,33,12,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,270101,0,0,0,0,0,1,0,我们会保护好队友的。
2702,第二关,中军牙将,hpicon_hero3002,2,33,15,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,270201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2703,第二关,  中军牙将,hpicon_hero3002,2,36,13.5,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,270301,0,0,0,0,0,1,0,看我们一下一个窟窿。
2704,第三关,  中军牙将,hpicon_hero2013,2,39,12,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,270401,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2705,第四关,  后军牙将,hpicon_hero1010,2,39,15,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,270501,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2706,第五关,  后军牙将,hpicon_hero2010,2,42,16.5,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,270601,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2707,第六关,  后军牙将,hpicon_hero3001,2,45,18,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,270701,0,0,0,0,0,1,0,我们已经准备好了。
2708,第七关,  前军裨将,hpicon_hero2005,2,56,22.5,C_muzhuang_01.png,1103,10,15,1,7,0,1,5,0,0,0,0,0,0,270801,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
2709,第八关,  中军裨将,hpicon_hero3002,2,61,23,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,270901,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2710,第九关,  中军裨将,hpicon_hero2013,2,58,24.5,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,271001,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2711,第十关,  后军偏将,hpicon_hero1010,2,66,24,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,271101,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2712,第十一关,  后军偏将,hpicon_hero2010,2,63,25.5,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,271201,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2713,第十二关,  后军偏将,hpicon_hero3001,2,60,27,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,271301,0,0,0,0,0,1,0,我们已经准备好了。
2714,第十三关,  前军裨将,hpicon_hero2013,2,31,40.5,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,271401,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2715,第十四关,  前军裨将,hpicon_hero1010,2,35,42.5,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,271501,0,0,0,0,0,1,0,准备好受死了么？
2716,第十五关,  中军裨将,hpicon_hero3002,2,25,41.5,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,271601,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2717,第十六关,  中军裨将,hpicon_hero2013,2,29,43.5,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,271701,0,0,0,0,0,1,0,看我们一下一个窟窿。
2718,第十七关,  中军裨将,hpicon_hero1001,2,33,45.5,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,271801,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2719,第十八关,  后军偏将,hpicon_hero2011,2,25,45.5,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,271901,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2720,第十九关,  前军裨将,hpicon_hero1010,2,51,48,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,272001,0,0,0,0,0,1,0,我们会保护好队友的。
2721,第二十关,  前军裨将,hpicon_hero3004,2,55,50,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,272101,0,0,0,0,0,1,0,没有人能突破这个防线！
2722,第二十一关,  前军裨将,hpicon_hero3001,2,59,52,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,272201,0,0,0,0,0,1,0,站在我们身后就好！
2723,第二十二关,  中军裨将,hpicon_hero3001,2,57,47,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,272301,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2724,第二十四关,  中军裨将,hpicon_hero3004,2,61,49,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,272401,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2725,第二十五关,  右军裨将,hpicon_hero3004,2,58,44,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,272501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2726,第二十六关,  中军裨将,hpicon_hero2004,2,62,46,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,272601,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2727,第二十七关,  左军裨将,hpicon_hero1005,2,66,48,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,272701,0,0,0,0,0,1,0,准备好受死了么？
2728,第二十八关,  后军偏将,hpicon_hero3004,2,66,44,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,272801,0,0,0,0,0,1,0,我们灵巧而精确。
2729,第二十九关,  前军裨将,hpicon_hero1018,2,79,32,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,272901,0,0,0,0,0,1,0,我们会保护好队友的。
2730,第三十关,  前军裨将,hpicon_hero1010,2,83,34,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,273001,0,0,0,0,0,1,0,没有人能突破这个防线！
2731,第三十一关,  前军裨将,hpicon_hero3004,2,87,36,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,273101,0,0,0,0,0,1,0,站在我们身后就好！
2732,第三十二关,  中军裨将,hpicon_hero1018,2,84,31,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,273201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2733,第三十三关,  中军裨将,hpicon_hero3010,2,88,33,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,273301,0,0,0,0,0,1,0,看我们一下一个窟窿。
2734,第三十四关,  右军裨将,hpicon_hero2010,2,86,28,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,273401,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
2735,第三十五关,  左军裨将,hpicon_hero3009,2,94,32,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,273501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2736,第三十六关,  后军偏将,hpicon_hero1018,2,86,25,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,273601,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2737,第三十七关,  后军偏将,hpicon_hero2010,2,90,27,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,273701,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2738,第三十八关,  后军偏将,hpicon_hero3009,2,94,29,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,273801,0,0,0,0,0,1,0,我们已经准备好了。
2739,第三十九关,  后军偏将,hpicon_hero1018,2,98,31,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,273901,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2740,第四十关,   曹仁,hpicon_hero2013,2,90,30,C_muzhuang_01.png,2010,10,15,1,5,0,1,5,0,0,0,0,0,0,274001,0,0,0,0,0,1,0,哈哈哈哈，来战吧！
27001,水波纹,0,0,4,83,6,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27002,水波纹,0,0,4,85,11,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27003,水波纹,0,0,4,55,11,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27004,水波纹,0,0,4,52,16,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27005,水波纹,0,0,4,35,29,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27006,水波纹,0,0,4,41,25,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27007,水波纹,0,0,4,39,32,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27008,水波纹,0,0,4,17,16,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27009,水波纹,0,0,4,23,25,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27010,水波纹,0,0,4,78,47,C_muzhuang_01.png,2102,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27012,场景火3,0,0,4,28,50,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27013,场景火3,0,0,4,70,49,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27014,场景火3,0,0,4,44.5,38,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27015,场景火3,0,0,4,65,15,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27016,场景火3,0,0,4,97,19,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27017,场景火3,0,0,4,25,15,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27018,场景火3,0,0,4,75,28,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27019,场景火3,0,0,4,95,39,C_muzhuang_01.png,2102,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27020,场景烟雾1,0,0,4,97,38.5,C_muzhuang_01.png,2102,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27021,场景烟雾1,0,0,4,73,46,C_muzhuang_01.png,2102,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27022,场景烟雾1,0,0,4,60.5,15,C_muzhuang_01.png,2102,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27023,场景烟雾1,0,0,4,72,27.5,C_muzhuang_01.png,2102,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27025,场景烟雾2,0,0,4,45,38.5,C_muzhuang_01.png,2102,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27026,场景烟雾2,0,0,4,94,19,C_muzhuang_01.png,2102,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27027,场景烟雾2,0,0,4,19,51,C_muzhuang_01.png,2102,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27028,场景烟雾2,0,0,4,32,55,C_muzhuang_01.png,2102,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
