id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,6,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,山谷
2,13,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600125,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,13,10,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600126,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,10,2,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600131,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,10,14,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600132,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,8,1,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600135,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,9,0,0,0,0,普通首领
7,8,15,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600136,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,10,0,0,0,0,普通首领
8,14,5,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,13,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,14,11,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,13,11,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,13,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,12,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,13,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,12,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
16,5,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
17,5,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
18,4,3,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
19,4,13,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
