id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,13,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,峡谷
2,14,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500529,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,5,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500530,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,3,14,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500531,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
5,10,2,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500535,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,5,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500536,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
7,14,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,15,3,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,6,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,6,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,4,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,2,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,10,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,11,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,5,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
16,4,3,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,505110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
