id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
8601,第一关,0,0,2,16,15,C_muzhuang_01.png,11004,8,20,1,7,0,1,5,0,0,0,0,0,0,8601,0,0,0,0,0,1,0,0
8602,第二关搜索,0,0,0,27,9,B_yiji_02.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,8602,15,0,15,192,0,0,0,0
8603,第三关,0,0,2,25,16,C_muzhuang_01.png,13010,8,20,1,5,0,1,5,0,0,0,0,0,0,8604,0,0,0,0,0,1,1108603,0
8604,第四关,0,0,2,13,24,C_muzhuang_01.png,11101,10,20,1,2,0,1,5,0,0,0,0,0,0,8605,0,0,0,0,0,1,0,0
8605,第五关,0,0,2,38,14,C_muzhuang_01.png,11004,8,20,1,5,0,1,5,0,0,0,0,0,0,8606,0,0,0,0,0,1,1108605,0
8606,第六关,0,0,2,41,27,C_muzhuang_01.png,15007,12,35,2,1,0,1,5,0,0,0,0,0,0,8607,0,0,0,0,0,1,0,0
8607,第七关搜索,0,0,0,47,8,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,8608,16,0,16,192,0,0,0,0
8608,第八关,0,0,2,44,20,C_muzhuang_01.png,11004,8,20,1,7,0,1,5,0,0,0,0,0,0,8610,0,0,0,0,0,1,1108608,0
8609,第九关,0,0,2,54,26,C_muzhuang_01.png,11104,10,20,1,7,0,1,5,0,0,0,0,0,0,8611,0,0,0,0,0,1,0,0
8610,第十关,0,0,2,58,30,C_muzhuang_01.png,11004,10,20,9,7,0,1,5,0,0,0,0,0,0,8612,0,0,0,0,0,1,1108610,0
8611,传送门,0,0,2,64,31,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,861008612,0,0,0,0,0,8620,0,0,0,0,0,1,0,0
8612,第一关宝物,0,0,3,16,17,C_qianbi_03.png,0,8,20,7,4,0,1,5,860108601,0,0,0,0,0,103,0,8613,0,0,0,1,0,0
8613,第三关宝物,0,0,3,28,16,C_qianbi_03.png,0,8,20,7,4,0,1,5,860308604,0,0,0,0,0,103,0,8614,0,0,0,1,0,0
8614,第四关宝物,0,0,3,15,25,C_zuanshi_03.png,0,8,20,7,4,0,1,5,860408605,0,0,0,0,0,113,0,8615,0,0,0,1,0,0
8615,第五关宝物,0,0,3,40,16,C_qianbi_03.png,0,8,20,7,4,0,1,5,860508606,0,0,0,0,0,103,0,8616,0,0,0,1,0,0
8616,第六关宝物,0,0,3,32,30,C_zuanshi_03.png,0,8,20,7,4,0,1,5,860608607,0,0,0,0,0,113,0,8617,0,0,0,1,0,0
