id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
2101,第一关,  前军牙将,hpicon_hero2005,2,18,13,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,210101,0,0,0,0,0,1,0,我们会保护好队友的。
2102,第二关,中军牙将,hpicon_hero3002,2,23,14,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,210201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2103,第三关,  中军牙将,hpicon_hero2013,2,19,16,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,210301,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2104,第四关,  后军牙将,hpicon_hero1010,2,28,15,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,210401,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2105,第五关,  后军牙将,hpicon_hero2010,2,24,17,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,210501,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2106,第六关,  后军牙将,hpicon_hero3001,2,20,19,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,210601,0,0,0,0,0,1,0,我们已经准备好了。
2107,第七关,  前军裨将,hpicon_hero2005,2,26,38,C_muzhuang_01.png,1900,10,15,1,1,0,1,5,0,0,0,0,0,0,210701,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2108,第八关,  中军裨将,hpicon_hero3002,2,25,44.5,C_muzhuang_01.png,2104,10,15,1,7,0,1,5,0,0,0,0,0,0,210801,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2109,第九关,  中军裨将,hpicon_hero2013,2,30.5,43.5,C_muzhuang_01.png,2103,10,15,1,7,0,1,5,0,0,0,0,0,0,210901,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2110,第十关,  后军裨将,hpicon_hero1010,2,28,49,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,211001,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2111,第十一关,  后军裨将,hpicon_hero2010,2,32,47,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,211101,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2112,第十二关,  后军裨将,hpicon_hero3001,2,36,45,C_muzhuang_01.png,2102,10,15,1,7,0,1,5,0,0,0,0,0,0,211201,0,0,0,0,0,1,0,我们已经准备好了。
2113,第十三关,  前军裨将,hpicon_hero2013,2,59,45,C_muzhuang_01.png,7101,10,15,1,7,0,1,5,0,0,0,0,0,0,211301,0,0,0,0,0,1,0,我们会保护好队友的。
2114,第十四关,  中军裨将,hpicon_hero1010,2,64.5,48,C_muzhuang_01.png,1101,10,15,1,7,0,1,5,0,0,0,0,0,0,211401,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2115,第十五关,  中军裨将,hpicon_hero3002,2,80.8,47.8,C_muzhuang_01.png,1102,10,15,1,5,0,1,5,0,0,0,0,0,0,211501,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2116,第十六关,  后军裨将,hpicon_hero2013,2,82,43,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,211601,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2117,第十七关,  后军裨将,hpicon_hero1001,2,86,45,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,211701,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2118,第十八关,  后军裨将,hpicon_hero2011,2,90,47,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,211801,0,0,0,0,0,1,0,我们已经准备好了。
2119,第十九关,  前军裨将,hpicon_hero1010,2,68,33,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,211901,0,0,0,0,0,1,0,我们会保护好队友的。
2120,第二十关,  中军裨将,hpicon_hero3004,2,63,32,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212001,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
2121,第二十一关,  中军裨将,hpicon_hero3001,2,67,30,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212101,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2122,第二十二关,  右军裨将,hpicon_hero3001,2,58,31,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,212201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2123,第二十三关,  中军裨将,hpicon_hero1010,2,62,29,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,212301,0,0,0,0,0,1,0,看我们一下一个窟窿。
2124,第二十四关,  左军裨将,hpicon_hero3004,2,66,27,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,212401,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2125,第二十五关,  后军裨将,hpicon_hero3004,2,53,30,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212501,0,0,0,0,0,1,0,我们灵巧而精确。
2126,第二十六关,  后军裨将,hpicon_hero2004,2,57,28,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212601,0,0,0,0,0,1,0,我们射的又快又准。
2127,第二十七关,  后军裨将,hpicon_hero1005,2,61,26,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212701,0,0,0,0,0,1,0,我们喜欢平原地区。
2128,第二十八关,  后军裨将,hpicon_hero3004,2,65,24,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,212801,0,0,0,0,0,1,0,我们灵巧而精确。
2129,第二十九关,  前军裨将,hpicon_hero1018,2,73,17,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,212901,0,0,0,0,0,1,0,我们会保护好队友的。
2130,第三十关,  前军裨将,hpicon_hero1010,2,77,19,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,213001,0,0,0,0,0,1,0,没有人能突破这个防线！
2131,第三十一关,  前军裨将,hpicon_hero3004,2,81,21,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,213101,0,0,0,0,0,1,0,站在我们身后就好！
2132,第三十二关,  中军裨将,hpicon_hero1018,2,79,16,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,213201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
2133,第三十三关,  中军裨将,hpicon_hero3010,2,83,18,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,213301,0,0,0,0,0,1,0,看我们一下一个窟窿。
2134,第三十四关,  右军裨将,hpicon_hero2010,2,80,13,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,213401,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2135,第三十五关,  左军裨将,hpicon_hero3009,2,88,17,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,213501,0,0,0,0,0,1,0,准备好受死了么？
2136,第三十六关,  后军偏将,hpicon_hero1018,2,82,10,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,213601,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2137,第三十七关,  后军偏将,hpicon_hero2010,2,86,12,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,213701,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2138,第三十八关,  后军偏将,hpicon_hero3009,2,90,14,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,213801,0,0,0,0,0,1,0,我们已经准备好了。
2139,第三十九关,  后军偏将,hpicon_hero1018,2,94,16,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,213901,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
2140,第四十关,   张郃,hpicon_hero1010,2,84,15,C_muzhuang_01.png,1010,10,15,1,5,0,1,5,0,0,0,0,0,0,214001,0,0,0,0,0,1,0,哈哈哈哈，来战吧！
21001,场景火3,0,0,4,97,19,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21002,场景火3,0,0,4,25,7,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21003,场景火3,0,0,4,39,50,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21004,场景火3,0,0,4,93,49,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005,场景火3,0,0,4,58,15,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21006,场景火3,0,0,4,61,49,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21007,场景火3,0,0,4,52,20,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21008,场景火3,0,0,4,35,18,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21009,场景火3,0,0,4,21,27,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21010,场景火3,0,0,4,54,33,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21011,场景火3,0,0,4,20,46,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21012,场景火3,0,0,4,42,24,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21013,场景火3,0,0,4,92,4,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21014,场景火3,0,0,4,13,8,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,场景火3,0,0,4,17,42,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21016,场景火3,0,0,4,75,45,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21017,场景火3,0,0,4,84,32,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21018,场景火3,0,0,4,71,20,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21019,场景火3,0,0,4,74,11,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21020,场景火3,0,0,4,77,54,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21021,场景火3,0,0,4,74,37,C_muzhuang_01.png,1103,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21022,场景烟雾1,0,0,4,36,16,C_muzhuang_01.png,1103,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21023,场景烟雾1,0,0,4,50,32.5,C_muzhuang_01.png,1103,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21024,场景炸弹大,0,0,4,40,35,C_muzhuang_01.png,1103,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21025,场景炸弹大,0,0,4,71,12,C_muzhuang_01.png,1103,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21026,场景炸弹大,0,0,4,81,33.5,C_muzhuang_01.png,1103,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21027,场景烟雾2,0,0,4,89,55.5,C_muzhuang_01.png,1103,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21028,场景烟雾2,0,0,4,17,33.5,C_muzhuang_01.png,1103,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,场景烟雾2,0,0,4,66,40,C_muzhuang_01.png,1103,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21030,场景烟雾2,0,0,4,24,56,C_muzhuang_01.png,1103,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21031,场景火1,0,0,4,64,18,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21032,场景火1,0,0,4,15,39,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21033,场景火1,0,0,4,69,42,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21034,场景火1,0,0,4,74,7,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21035,场景火1,0,0,4,31,21,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21036,场景火1,0,0,4,41.5,52,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21037,场景火1,0,0,4,35.5,36,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21038,场景火1,0,0,4,80,33,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21039,场景火1,0,0,4,68,10,C_muzhuang_01.png,1103,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21040,场景火2,0,0,4,30,25.5,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21041,场景火2,0,0,4,49,22,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21042,场景火2,0,0,4,15,42.5,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21043,场景火2,0,0,4,41,41,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21044,场景火2,0,0,4,66,18.5,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21045,场景火2,0,0,4,18,9,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21046,场景火2,0,0,4,74,12,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21047,场景火2,0,0,4,82,31.5,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21048,场景火2,0,0,4,71,46.5,C_muzhuang_01.png,1103,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
