id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,17,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,17,2,0,0,剧情,2,0,0,0,1,1,0,0,2,1301001,注意周围的机关，这些机关都曾遇见过，这次行动应该不会困难。,0,0,0,0,0,0,0,0,0,0,初始剧情
3,18,6,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401212,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,13,0,0,0,0,普通小怪
4,13,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401203,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,14,0,0,0,0,普通小怪
5,11,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401206,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,15,0,0,0,0,普通小怪
6,9,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401210,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,16,0,0,0,0,普通小怪
7,8,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401208,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,17,0,0,0,0,普通小怪
8,8,6,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401204,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,18,0,0,0,0,普通小怪
9,3,9,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401202,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,19,0,0,0,0,普通小怪
10,17,12,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401214,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,20,0,0,0,0,普通小怪
11,12,14,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401230,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,21,0,0,0,0,普通小怪
12,7,17,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401232,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,22,0,0,0,0,普通小怪
13,18,6,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
14,13,2,ins_relics_01,0,选择遗物,8,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
15,11,8,ins_relics_01,0,选择遗物,8,2,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
16,9,2,ins_relics_01,0,选择遗物,8,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
17,8,3,ins_relics_01,0,选择遗物,8,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
18,8,6,ins_relics_01,0,选择遗物,8,2,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
19,3,9,ins_relics_01,0,选择遗物,8,2,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
20,17,12,ins_relics_01,0,选择遗物,8,2,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
21,12,14,ins_relics_01,0,选择遗物,8,2,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
22,7,17,ins_relics_01,0,选择遗物,8,2,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
23,6,1,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401209,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,38,0,0,0,0,普通精锐
24,7,9,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401207,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,39,0,0,0,0,普通精锐
25,4,4,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401213,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,40,0,0,0,0,普通精锐
26,3,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401205,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,41,0,0,0,0,普通精锐
27,16,14,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401211,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,42,0,0,0,0,普通精锐
