id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
6001,第一关,0,0,2,16,19,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,6001,0,0,0,0,0,1,0,0
6002,第二关搜索,0,0,0,19,13,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,6002,16,0,16,192,0,0,0,0
6003,第三关,0,0,2,25,26,C_muzhuang_01.png,13010,8,20,1,5,0,1,5,0,0,0,0,0,0,6004,0,0,0,0,0,1,1106003,0
6004,第四关,0,0,2,19,32,C_muzhuang_01.png,12104,10,20,1,1,0,1,5,0,0,0,0,0,0,6005,0,0,0,0,0,1,0,0
6005,第五关,0,0,2,41,12,C_muzhuang_01.png,11009,8,20,1,5,0,1,5,0,0,0,0,0,0,6006,0,0,0,0,0,1,1106005,0
6006,第六关,0,0,2,32,8,C_muzhuang_01.png,11009,8,20,1,4,0,1,5,0,0,0,0,0,0,6007,0,0,0,0,0,1,0,0
6007,第七关搜索,0,0,0,53,9,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,6008,16,0,16,192,0,0,0,0
6008,第八关,0,0,2,51,15,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,6010,0,0,0,0,0,1,1106008,0
6009,第九关,0,0,2,50,20,C_muzhuang_01.png,12102,10,20,1,1,0,1,5,0,0,0,0,0,0,6011,0,0,0,0,0,1,0,0
6010,第十关,0,0,2,59,31,C_muzhuang_01.png,11009,10,20,9,7,0,1,5,0,0,0,0,0,0,6012,0,0,0,0,0,1,1106010,0
6011,传送门,0,0,2,62,36,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,601006012,0,0,0,0,0,6020,0,0,0,0,0,1,0,0
6012,第一关宝物,0,0,3,13,20,C_qianbi_03.png,0,8,20,7,4,0,1,5,600106001,0,0,0,0,0,103,0,6013,0,0,0,1,0,0
6013,第三关宝物,0,0,3,25,29,C_qianbi_03.png,0,8,20,7,4,0,1,5,600306004,0,0,0,0,0,103,0,6014,0,0,0,1,0,0
6014,第四关宝物,0,0,3,20,34,C_zuanshi_03.png,0,8,20,7,4,0,1,5,600406005,0,0,0,0,0,113,0,6015,0,0,0,1,0,0
6015,第五关宝物,0,0,3,42,10,C_qianbi_03.png,0,8,20,7,4,0,1,5,600506006,0,0,0,0,0,103,0,6016,0,0,0,1,0,0
6016,第六关宝物,0,0,3,30,7,C_zuanshi_03.png,0,8,20,7,4,0,1,5,600606007,0,0,0,0,0,113,0,6017,0,0,0,1,0,0
6017,第八关宝物,0,0,3,54,16,C_qianbi_03.png,0,8,20,7,4,0,1,5,600806010,0,0,0,0,0,103,0,6018,0,0,0,1,0,0
6018,第九关宝物,0,0,3,48,22,C_zuanshi_03.png,0,8,20,7,4,0,1,5,600906011,0,0,0,0,0,113,0,6019,0,0,0,1,0,0
