id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
9001,第一关,0,0,2,16,19,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,9001,0,0,0,0,0,1,0,0
9002,第二关搜索,0,0,0,19,13,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,9002,16,0,16,192,0,0,0,0
9003,第三关,0,0,2,25,26,C_muzhuang_01.png,11009,8,20,1,5,0,1,5,0,0,0,0,0,0,9004,0,0,0,0,0,1,1109003,0
9004,第四关,0,0,2,19,32,C_muzhuang_01.png,12104,10,20,1,1,0,1,5,0,0,0,0,0,0,9005,0,0,0,0,0,1,0,0
9005,第五关,0,0,2,41,12,C_muzhuang_01.png,11009,8,20,1,5,0,1,5,0,0,0,0,0,0,9006,0,0,0,0,0,1,1109005,0
9006,第六关,0,0,2,32,8,C_muzhuang_01.png,11009,8,20,1,4,0,1,5,0,0,0,0,0,0,9007,0,0,0,0,0,1,0,0
9007,第七关搜索,0,0,0,53,9,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,9008,16,0,16,192,0,0,0,0
9008,第八关,0,0,2,51,15,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,9010,0,0,0,0,0,1,1109008,0
9009,第九关,0,0,2,50,20,C_muzhuang_01.png,12102,10,20,1,1,0,1,5,0,0,0,0,0,0,9011,0,0,0,0,0,1,0,0
9010,第十关,0,0,2,59,31,C_muzhuang_01.png,11009,10,20,9,7,0,1,5,0,0,0,0,0,0,9012,0,0,0,0,0,1,1109010,0
9011,传送门,0,0,2,62,36,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,901009012,0,0,0,0,0,9020,0,0,0,0,0,1,0,0
9012,第一关宝物,0,0,3,13,20,C_qianbi_03.png,0,8,20,7,4,0,1,5,900109001,0,0,0,0,0,103,0,9013,0,0,0,1,0,0
9013,第三关宝物,0,0,3,25,29,C_qianbi_03.png,0,8,20,7,4,0,1,5,900309004,0,0,0,0,0,103,0,9014,0,0,0,1,0,0
9014,第四关宝物,0,0,3,20,34,C_zuanshi_03.png,0,8,20,7,4,0,1,5,900409005,0,0,0,0,0,113,0,9015,0,0,0,1,0,0
9015,第五关宝物,0,0,3,42,10,C_qianbi_03.png,0,8,20,7,4,0,1,5,900509006,0,0,0,0,0,103,0,9016,0,0,0,1,0,0
9016,第六关宝物,0,0,3,30,7,C_zuanshi_03.png,0,8,20,7,4,0,1,5,900609007,0,0,0,0,0,113,0,9017,0,0,0,1,0,0
9017,第八关宝物,0,0,3,54,16,C_qianbi_03.png,0,8,20,7,4,0,1,5,900809010,0,0,0,0,0,103,0,9018,0,0,0,1,0,0
9018,第九关宝物,0,0,3,48,22,C_zuanshi_03.png,0,8,20,7,4,0,1,5,900909011,0,0,0,0,0,113,0,9019,0,0,0,1,0,0
