id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,11,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,11,11,0,0,剧情,2,0,0,0,1,1,0,0,2,801001,0,0,0,0,0,0,0,0,0,0,0,初始剧情
3,5,9,ins_monster_01,0,敌人,3,1,168|169|170,0,0,0,0,400801,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,11,0,0,0,0,隐藏小怪
4,4,12,ins_monster_01,0,敌人,3,1,171|172|173|174,0,0,0,0,400802,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,12,0,0,0,0,隐藏小怪
5,6,16,ins_monster_01,0,敌人,3,1,175|176|177|178,0,0,0,0,400803,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,13,0,0,0,0,隐藏小怪
6,1,17,ins_monster_01,0,敌人,3,1,179|180|181,0,0,0,0,400804,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,14,0,0,0,0,隐藏小怪
7,11,2,ins_monster_01,0,敌人,3,1,182,0,0,0,0,400805,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,15,0,0,0,0,隐藏小怪
8,13,2,ins_monster_01,0,敌人,3,1,182,0,0,0,0,400806,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,16,0,0,0,0,隐藏小怪
9,11,20,ins_monster_01,0,敌人,3,1,183,0,0,0,0,400807,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,17,0,0,0,0,隐藏小怪
10,13,20,ins_monster_01,0,敌人,3,1,183,0,0,0,0,400808,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,19,0,0,0,0,隐藏小怪
11,5,9,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
12,4,12,ins_relics_01,0,选择遗物,8,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
13,6,16,ins_relics_01,0,选择遗物,8,2,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
14,1,17,ins_relics_01,0,选择遗物,8,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
15,11,2,ins_relics_01,0,选择遗物,8,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
16,13,2,ins_relics_01,0,选择遗物,8,2,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
17,11,20,ins_relics_01,0,选择遗物,8,2,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
18,13,20,ins_relics_01,0,选择遗物,8,2,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
19,8,6,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400809,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,29,0,0,0,0,普通精锐
20,1,5,ins_monster_02,0,精锐敌人,4,1,184|185|186,0,0,0,0,400810,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,30,0,0,0,0,隐藏精锐
21,1,13,ins_monster_02,0,精锐敌人,4,1,187|188,0,0,0,0,400811,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,31,0,0,0,0,隐藏精锐
22,1,18,ins_monster_02,0,精锐敌人,4,1,179|180|181,0,0,0,0,400812,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,32,0,0,0,0,隐藏精锐
23,6,4,ins_monster_02,0,精锐敌人,4,1,189|190|191,0,0,0,0,400813,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,33,0,0,0,0,隐藏精锐
24,5,20,ins_monster_02,0,精锐敌人,4,1,192|193|194,0,0,0,0,400814,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,34,0,0,0,0,隐藏精锐
25,10,3,ins_monster_02,0,精锐敌人,4,1,195|196|197,0,0,0,0,400815,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,35,0,0,0,0,隐藏精锐
26,10,18,ins_monster_02,0,精锐敌人,4,1,198|199|200,0,0,0,0,400816,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,36,0,0,0,0,隐藏精锐
27,15,2,ins_monster_02,0,精锐敌人,4,1,201|202|203,0,0,0,0,400817,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,37,0,0,0,0,隐藏精锐
28,15,20,ins_monster_02,0,精锐敌人,4,1,204|205|206,0,0,0,0,400818,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,38,0,0,0,0,隐藏精锐
29,8,6,ins_relics_01,0,选择遗物,8,2,19,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
30,1,5,ins_relics_01,0,选择遗物,8,2,20,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
31,1,13,ins_relics_01,0,选择遗物,8,2,21,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
32,1,18,ins_relics_01,0,选择遗物,8,2,22,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
33,6,4,ins_relics_01,0,选择遗物,8,2,23,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
34,5,20,ins_relics_01,0,选择遗物,8,2,24,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
35,10,3,ins_relics_01,0,选择遗物,8,2,25,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
36,10,18,ins_relics_01,0,选择遗物,8,2,26,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
37,15,2,ins_relics_01,0,选择遗物,8,2,27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
38,15,20,ins_relics_01,0,选择遗物,8,2,28,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,精锐BUFF
39,15,11,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400819,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,掉落史诗级别的遗物,0,0,0,41,0,0,0,0,普通首领
40,5,11,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400820,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,掉落史诗级别的遗物,0,0,0,42,0,0,0,0,普通首领
41,15,11,ins_relics_01,0,选择遗物,8,2,39,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,首领BUFF
42,5,11,ins_relics_01,0,选择遗物,8,2,40,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,首领BUFF
43,8,14,ins_case_01,0,普通宝箱,6,1,128|129|130|131|132|133,0,1,0,0,1008101,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
44,4,14,ins_case_01,0,普通宝箱,6,1,134|135|136|137|138|139,0,1,0,0,1008102,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
45,3,10,ins_case_01,0,普通宝箱,6,1,140|141|142|143|144|145,0,1,0,0,1008103,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
46,7,4,ins_case_01,0,普通宝箱,6,1,146|147|148|149,0,1,0,0,1008104,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
47,7,19,ins_case_01,0,普通宝箱,6,1,150|151|152|153,0,1,0,0,1008105,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
48,1,15,ins_case_01,0,普通宝箱,6,1,154|155,0,1,0,0,1008106,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
49,3,4,ins_case_01,0,普通宝箱,6,1,156|157,0,1,0,0,1008107,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
50,11,3,ins_case_01,0,普通宝箱,6,1,158|159,0,1,0,0,1008108,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
51,11,19,ins_case_01,0,普通宝箱,6,1,160|161,0,1,0,0,1008109,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
52,16,2,ins_case_01,0,普通宝箱,6,1,162|163|164,0,1,0,0,1008110,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
53,16,19,ins_case_01,0,普通宝箱,6,1,165|166|167,0,1,0,0,1008111,1,0,0,0,0,0,0,0,0,0,0,0,0,隐藏宝箱
54,9,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1008112,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
55,9,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1008113,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
56,6,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1008114,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
57,6,11,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1008115,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
58,16,10,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1008201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
59,16,11,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1008202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
60,7,11,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1008203,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
61,9,11,ins_clue_01,0,线索,12,0,0,0,0,0,1,0,1,0,探索丛林破解魔法机关，打通通向终点的路。,丛林深处存在着一些魔法机关，但无法确定对我们有利还是有害。,一味的探索并不一定是最好的选择。,0,0,0,0,0,0,0,0,阻挡-线索
62,9,10,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,207,106,0,0,80101,0,左侧创建地格的机关
63,4,5,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,208,107,0,0,0,0,左侧创建地格的机关
64,2,2,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,209,108,0,0,0,0,左侧创建地格的机关
65,6,1,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,210,109,0,0,0,0,左侧创建地格的机关
66,8,4,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,211,110,0,0,0,0,左侧创建地格的机关
67,9,16,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,212,111,0,0,0,0,左侧创建地格的机关
68,3,13,ins_grass_02,0,左升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,213,112,0,0,0,0,左侧创建地格的机关
69,9,12,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,214,113,0,0,80201,0,右侧创建地格的机关
70,7,17,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,215,114,0,0,0,0,右侧创建地格的机关
71,3,17,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,216,115,0,0,0,0,右侧创建地格的机关
72,2,19,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,217,116,0,0,0,0,右侧创建地格的机关
73,6,20,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,218,117,0,0,0,0,右侧创建地格的机关
74,4,8,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,219,118,0,0,0,0,右侧创建地格的机关
75,1,8,ins_grass_02,0,右升机关,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,220,119,0,0,0,0,右侧创建地格的机关
76,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
77,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
78,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
79,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
80,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
81,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
82,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建左侧地格
83,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建右侧地格
84,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建右侧地格
85,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建右侧地格
86,1,1,0,0,移除事件,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,创建右侧地格
