id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,8,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,堡垒
2,13,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500113,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,3,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500114,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,8,13,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500117,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,14,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
6,15,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
7,2,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,1,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,8,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,8,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,7,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,9,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,103108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,8,8,0,0,0,2,0,0,0,1,1,0,0,2,0,击败所有守卫获取奖励！,0,0,0,0,0,0,0,0,0,0,初始剧情
