id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
7001,第一关,0,0,2,17,23,C_muzhuang_01.png,13007,8,25,1,5,0,1,5,0,0,0,0,0,0,7001,0,0,0,0,0,1,0,0
7002,第二关搜索,0,0,0,12,10,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,7002,15,0,15,192,0,0,0,0
7003,第三关,0,0,2,26,15,C_muzhuang_01.png,12001,8,20,1,5,0,1,5,0,0,0,0,0,0,7004,0,0,0,0,0,1,117003,0
7004,第四关,0,0,2,34,10,C_muzhuang_01.png,12104,10,20,1,5,0,1,5,0,0,0,0,0,0,7005,0,0,0,0,0,1,0,0
7005,第五关,0,0,2,46,12,C_muzhuang_01.png,13007,8,20,1,6,0,1,5,0,0,0,0,0,0,7006,0,0,0,0,0,1,117005,0
7006,第六关,0,0,2,58,29,C_muzhuang_01.png,14009,8,20,1,7,0,1,5,0,0,0,0,0,0,7007,0,0,0,0,0,1,0,0
7007,第七关搜索,0,0,0,57,8,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,7008,16,0,16,192,0,0,0,0
7008,第八关,0,0,2,48,30,C_muzhuang_01.png,14007,8,20,1,1,0,1,5,0,0,0,0,0,0,7010,0,0,0,0,0,1,117008,0
7009,第九关,0,0,2,36,31,C_muzhuang_01.png,12102,10,20,1,4,0,1,5,0,0,0,0,0,0,7011,0,0,0,0,0,1,0,0
7010,第十关,0,0,2,34,23,C_muzhuang_01.png,14007,10,25,9,5,0,1,5,0,0,0,0,0,0,7012,0,0,0,0,0,1,117010,0
7011,传送门,0,0,2,38,19,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,701007012,0,0,0,0,0,7020,0,0,0,0,0,1,0,0
7012,第一关宝物,0,0,3,19,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,700107001,0,0,0,0,0,103,0,7013,0,0,0,1,0,0
7013,第三关宝物,0,0,3,26,13,C_qianbi_03.png,0,8,20,7,4,0,1,5,700307004,0,0,0,0,0,103,0,7014,0,0,0,1,0,0
7014,第四关宝物,0,0,3,36,10,C_zuanshi_03.png,0,8,20,7,4,0,1,5,700407005,0,0,0,0,0,113,0,7015,0,0,0,1,0,0
7015,第五关宝物,0,0,3,48,11,C_qianbi_03.png,0,8,20,7,4,0,1,5,700507006,0,0,0,0,0,103,0,7016,0,0,0,1,0,0
7016,第六关宝物,0,0,3,61,29,C_zuanshi_03.png,0,8,20,7,4,0,1,5,700607007,0,0,0,0,0,113,0,7017,0,0,0,1,0,0
7017,第八关宝物,0,0,3,47,32,C_qianbi_03.png,0,8,20,7,4,0,1,5,700807010,0,0,0,0,0,103,0,7018,0,0,0,1,0,0
7018,第九关宝物,0,0,3,34,32,C_zuanshi_03.png,0,8,20,7,4,0,1,5,700907011,0,0,0,0,0,113,0,7019,0,0,0,1,0,0
