id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,1,1,0,0,剧情,2,0,0,0,1,1,0,0,2,101001,边境突然出现大量可疑的暗影生物，这或许与神器失踪有关系，先尝试击败他们搜寻线索。,0,0,0,0,0,0,0,0,0,0,初始剧情
3,1,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400101,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,7,0,0,0,0,普通小怪
4,3,5,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400102,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,8,0,0,0,0,普通小怪
5,9,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400104,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,9,0,0,0,0,普通小怪
6,7,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400103,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,10,0,0,0,0,普通小怪
7,1,2,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
8,3,5,ins_relics_01,0,选择遗物,8,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
9,9,8,ins_relics_01,0,选择遗物,8,2,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
10,7,8,ins_relics_01,0,选择遗物,8,2,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
11,2,8,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400107,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,14,0,0,0,0,普通精锐
12,9,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400106,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,15,0,0,0,0,普通精锐
13,8,9,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400105,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,16,0,0,0,0,普通精锐
14,2,8,ins_relics_01,0,选择遗物,8,2,11,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
15,9,3,ins_relics_01,0,选择遗物,8,2,12,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
16,8,9,ins_relics_01,0,选择遗物,8,2,13,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,提升BUFF
17,10,9,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400108,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通首领
18,2,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
19,4,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
20,7,5,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
21,10,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
22,8,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
23,8,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1001106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
24,1,10,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1001201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
25,10,1,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1001202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
26,10,10,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1001203,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
27,2,4,ins_barracks_01,0,佣兵营地,9,0,0,0,0,0,0,0,1,0,0,邀请一位英雄，协助完成本次探索。,0,0,0,0,0,0,0,0,0,获得佣兵
28,2,5,ins_fountain_01,0,魔法泉水,10,0,0,0,0,0,0,0,1,0,0,聚集魔法能量的温泉，似乎可以缓解战斗带来的伤痛。,所有存活英雄恢复50%生命,0,0,0,0,0,0,0,0,队伍恢复
29,9,9,ins_resurrection_01,0,复苏祭坛,11,0,0,0,0,0,0,0,1,0,0,神秘的祭坛，似乎有生命的法则环绕。,随机复活一名已经阵亡的英雄,0,0,0,0,0,0,0,0,随机复活
30,3,6,0,0,剧情,16,0,0,0,1,1,0,0,1,0,前面的暗影生物数量变多，实力也增强了不少，一定是在看守着什么重要的东西。,0,0,0,0,31,0,0,7|8=8|9=10|9=9|8,10101,0,剧情/日志
31,4,5,0,0,剧情,16,0,0,0,1,1,0,0,1,0,前面的暗影生物数量变多，实力也增强了不少，一定是在看守着什么重要的东西。,0,0,0,0,30,0,0,7|8=8|9=10|9=9|8,10101,0,剧情/日志
32,9,2,ins_barracks_01,0,佣兵营地,9,0,0,0,0,0,0,0,1,0,0,邀请一位英雄，协助完成本次探索。,0,0,0,0,0,0,0,0,0,获得佣兵
33,9,10,ins_castle_01,0,城堡,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,城堡表现
