id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
2301,第一关,  前军裨将,hpicon_hero2005,2,23.5,47,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,230101,0,0,0,0,0,1,0,没有人能突破这个防线！
2302,第二关,中军裨将,hpicon_hero3002,2,25,44,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,230201,0,0,0,0,0,1,0,看我们一下一个窟窿。
2303,第三关,  中军裨将,hpicon_hero2013,2,29,46,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,230301,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2304,第四关,  后军裨将,hpicon_hero1010,2,27,41,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,230401,0,0,0,0,0,1,0,我们所有人都瞄的很准！
2305,第五关,  后军裨将,hpicon_hero2010,2,31,43,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,230501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2306,第六关,  后军裨将,hpicon_hero3001,2,35,45,C_muzhuang_01.png,2102,10,15,1,5,0,1,5,0,0,0,0,0,0,230601,0,0,0,0,0,1,0,我们已经准备好了。
2307,第七关,  前军裨将,hpicon_hero2005,2,50.3,48.3,C_muzhuang_01.png,2101,10,15,1,5,0,1,5,0,0,0,0,0,0,230701,0,0,0,0,0,1,0,没有人能突破这个防线！
2308,第八关,  后军裨将,hpicon_hero2011,2,54.8,50.8,C_muzhuang_01.png,2101,10,15,1,5,0,1,5,0,0,0,0,0,0,230801,0,0,0,0,0,1,0,看我们一下一个窟窿。
2309,第九关,  后军裨将,hpicon_hero4006,2,57.8,47.3,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,230901,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
2310,第十关,  前军裨将,hpicon_hero1009,2,63.5,44.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,231001,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
2311,第十一关,  后军裨将,hpicon_hero1010,2,65.5,41.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,231101,0,0,0,0,0,1,0,我们灵巧而精确。
2312,第十二关,  后军裨将,hpicon_hero3002,2,69,43.5,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,231201,0,0,0,0,0,1,0,我们射的又快又准。
2313,第十三关,  前军裨将,hpicon_hero2013,2,78,44,C_muzhuang_01.png,2104,10,15,1,7,0,1,5,0,0,0,0,0,0,231301,0,0,0,0,0,1,0,武器就是一寸长一寸强！
