id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,城堡
2,6,5,0,0,剧情,2,0,0,0,1,1,0,0,2,50101,击败所有守卫获取奖励！,0,0,0,0,0,0,0,0,0,0,初始剧情
3,7,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500101,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,4,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500102,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
5,2,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
6,1,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
7,3,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,9,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,10,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,8,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,101106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
