id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
4701,第一关,0,0,2,14,27,C_muzhuang_01.png,11011,8,25,1,4,0,1,5,0,0,0,0,0,0,4701,0,0,0,0,0,1,0,0
4702,第二关搜索,0,0,0,11,17,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,4702,15,0,15,192,0,0,0,0
4703,第三关,0,0,2,19,14,C_muzhuang_01.png,14001,8,20,1,5,0,1,5,0,0,0,0,0,0,4704,0,0,0,0,0,1,114703,0
4704,第四关,0,0,2,33,28,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,4705,0,0,0,0,0,1,0,0
4705,第五关,0,0,2,30,18,C_muzhuang_01.png,12008,8,20,1,7,0,1,5,0,0,0,0,0,0,4706,0,0,0,0,0,1,114705,0
4706,第六关,0,0,2,49,9,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,4707,0,0,0,0,0,1,0,0
4707,第七关搜索,0,0,0,43,11,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,4708,15,0,15,192,0,0,0,0
4708,第八关,0,0,2,50,30,C_muzhuang_01.png,11011,8,20,1,5,0,1,5,0,0,0,0,0,0,4710,0,0,0,0,0,1,114708,0
4709,第九关,0,0,2,53,22,C_muzhuang_01.png,11104,10,20,1,4,0,1,5,0,0,0,0,0,0,4711,0,0,0,0,0,1,0,0
4710,第十关,0,0,2,59,14,C_muzhuang_01.png,12008,10,25,9,5,0,1,5,0,0,0,0,0,0,4712,0,0,0,0,0,1,114710,0
4711,传送门,0,0,2,64,10,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,471004712,0,0,0,0,0,4720,0,0,0,0,0,1,0,0
4712,第一关宝物,0,0,3,17,27,C_qianbi_03.png,0,8,20,7,4,0,1,5,470104701,0,0,0,0,0,103,0,4713,0,0,0,1,0,0
4713,第三关宝物,0,0,3,18,12,C_qianbi_03.png,0,8,20,7,4,0,1,5,470304704,0,0,0,0,0,103,0,4714,0,0,0,1,0,0
4714,第四关宝物,0,0,3,34,31,C_zuanshi_03.png,0,8,20,7,4,0,1,5,470404705,0,0,0,0,0,113,0,4715,0,0,0,1,0,0
4715,第五关宝物,0,0,3,32,18,C_qianbi_03.png,0,8,20,7,4,0,1,5,470504706,0,0,0,0,0,103,0,4716,0,0,0,1,0,0
4716,第六关宝物,0,0,3,47,7,C_zuanshi_03.png,0,8,20,7,4,0,1,5,470604707,0,0,0,0,0,113,0,4717,0,0,0,1,0,0
4717,第八关宝物,0,0,3,51,28,C_qianbi_03.png,0,8,20,7,4,0,1,5,470804710,0,0,0,0,0,103,0,4718,0,0,0,1,0,0
4718,第九关宝物,0,0,3,52,22,C_zuanshi_03.png,0,8,20,7,4,0,1,5,470904711,0,0,0,0,0,113,0,4719,0,0,0,1,0,0
