id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
7601,第一关,0,0,2,12,21,C_muzhuang_01.png,12009,8,20,1,1,0,1,5,0,0,0,0,0,0,7601,0,0,0,0,0,1,0,0
7602,第二关搜索,0,0,0,18,12,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,7602,16,0,16,192,0,0,0,0
7603,第三关,0,0,2,22,27,C_muzhuang_01.png,14006,8,20,1,5,0,1,5,0,0,0,0,0,0,7604,0,0,0,0,0,1,117603,0
7604,第四关,0,0,2,12,33,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,7605,0,0,0,0,0,1,0,0
7605,第五关,0,0,2,31,17,C_muzhuang_01.png,12009,8,20,1,5,0,1,5,0,0,0,0,0,0,7606,0,0,0,0,0,1,117605,0
7606,第六关,0,0,2,58,30,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,7607,0,0,0,0,0,1,0,0
7607,第七关搜索,0,0,0,47,12,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,7608,16,0,16,192,0,0,0,0
7608,第八关,0,0,2,51,21,C_muzhuang_01.png,12009,8,20,1,7,0,1,5,0,0,0,0,0,0,7610,0,0,0,0,0,1,117608,0
7609,第九关,0,0,2,34,32,C_muzhuang_01.png,11104,10,20,1,7,0,1,5,0,0,0,0,0,0,7611,0,0,0,0,0,1,0,0
7610,第十关,0,0,2,59,15,C_muzhuang_01.png,14006,10,20,2,5,0,1,5,0,0,0,0,0,0,7612,0,0,0,0,0,1,117610,0
7611,传送门,0,0,2,63,9,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,761007612,0,0,0,0,0,7620,0,0,0,0,0,1,0,0
7612,第一关宝物,0,0,3,10,22,C_qianbi_03.png,0,8,20,7,4,0,1,5,760107601,0,0,0,0,0,103,0,7613,0,0,0,1,0,0
7613,第三关宝物,0,0,3,24,28,C_qianbi_03.png,0,8,20,7,4,0,1,5,760307604,0,0,0,0,0,103,0,7614,0,0,0,1,0,0
7614,第四关宝物,0,0,3,14,34,C_zuanshi_03.png,0,8,20,7,4,0,1,5,760407605,0,0,0,0,0,113,0,7615,0,0,0,1,0,0
7615,第五关宝物,0,0,3,33,17,C_qianbi_03.png,0,8,20,7,4,0,1,5,760507606,0,0,0,0,0,103,0,7616,0,0,0,1,0,0
7616,第六关宝物,0,0,3,60,30,C_zuanshi_03.png,0,8,20,7,4,0,1,5,760607607,0,0,0,0,0,113,0,7617,0,0,0,1,0,0
7617,第八关宝物,0,0,3,53,20,C_qianbi_03.png,0,8,20,7,4,0,1,5,760807610,0,0,0,0,0,103,0,7618,0,0,0,1,0,0
7618,第九关宝物,0,0,3,34,32,C_zuanshi_03.png,0,8,20,7,4,0,1,5,760907611,0,0,0,0,0,113,0,7619,0,0,0,1,0,0
