id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
1601,第一关,  前军裨将,hpicon_hero2005,2,91.5,40.5,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,160101,0,0,0,0,0,1,0,这盾牌可真大啊！
1602,第二关,中军裨将,hpicon_hero3002,2,90.5,37.5,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,160201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
1603,第三关,  中军裨将,hpicon_hero2013,2,86.5,39.5,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,160301,0,0,0,0,0,1,0,看我们一下一个窟窿。
1604,第四关,  后军裨将,hpicon_hero1010,2,90,34,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,160401,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
1605,第五关,  后军裨将,hpicon_hero2010,2,86,36,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,160501,0,0,0,0,0,1,0,我们所有人都瞄的很准！
1606,第六关,  后军裨将,hpicon_hero3001,2,82,38,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,160601,0,0,0,0,0,1,0,我们已经准备好了。
1607,第七关,  前军裨将,hpicon_hero2005,2,81,20,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,160701,0,0,0,0,0,1,0,这盾牌可真大啊！
1608,第八关,  中军裨将,hpicon_hero3002,2,86,19,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,160801,0,0,0,0,0,1,0,武器就是一寸长一寸强！
1609,第九关,  中军裨将,hpicon_hero2013,2,82,17,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,160901,0,0,0,0,0,1,0,看我们一下一个窟窿。
1610,第十关,  后军裨将,hpicon_hero1010,2,91,18,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,161001,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
