id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,3,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400301,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,7,0,0,0,0,普通小怪
3,3,9,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400302,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,8,0,0,0,0,普通小怪
4,5,4,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400303,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,9,0,0,0,0,普通小怪
5,7,4,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400304,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,10,0,0,0,0,普通小怪
6,8,6,ins_monster_01,0,敌人,3,0,0,0,0,0,0,400305,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,11,0,0,0,0,普通小怪
7,3,7,ins_relics_01,0,选择遗物,8,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
8,3,9,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
9,5,4,ins_relics_01,0,选择遗物,8,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
10,7,4,ins_relics_01,0,选择遗物,8,2,5,0,0,0,0,1,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
11,8,6,ins_relics_01,0,选择遗物,8,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
12,3,11,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400306,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,20,0,0,0,0,普通精锐
13,4,12,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400309,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,21,0,0,0,0,普通精锐
14,5,8,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400311,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,22,0,0,0,0,普通精锐
15,6,11,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400312,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,23,0,0,0,0,普通精锐
16,5,9,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400310,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,24,0,0,0,0,普通精锐
17,9,10,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400313,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,25,0,0,0,0,普通精锐
18,10,4,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400307,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,26,0,0,0,0,普通精锐
19,10,7,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,400308,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,27,0,0,0,0,普通精锐
20,3,11,ins_relics_01,0,选择遗物,8,2,12,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
21,4,12,ins_relics_01,0,选择遗物,8,2,13,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
22,5,8,ins_relics_01,0,选择遗物,8,2,14,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
23,6,11,ins_relics_01,0,选择遗物,8,2,15,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
24,5,9,ins_relics_01,0,选择遗物,8,2,16,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
25,9,10,ins_relics_01,0,选择遗物,8,2,17,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
26,10,4,ins_relics_01,0,选择遗物,8,2,18,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
27,10,7,ins_relics_01,0,选择遗物,8,2,19,0,0,0,0,2,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
28,1,12,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400314,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,掉落史诗级别的遗物,0,0,0,31,0,0,0,0,普通首领
29,3,3,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400315,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,掉落史诗级别的遗物,0,0,0,32,0,0,0,0,普通首领
30,9,1,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,400316,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,掉落史诗级别的遗物,0,0,0,33,0,0,0,0,普通首领
31,1,12,ins_relics_01,0,选择遗物,8,2,28,0,0,0,0,3,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
32,3,3,ins_relics_01,0,选择遗物,8,2,29,0,0,0,0,3,2,0,森林出现了变化，寻找新的路线前往雷鸣之城。,0,0,0,0,67|68|69|70|71|72|73|74|75|76|77,78|79|80|81|82|83|84|85|86|87|88,0,0,0,31001,提升BUFF
33,9,1,ins_relics_01,0,选择遗物,8,2,30,0,0,0,0,3,2,0,0,0,0,0,0,0,58|59|60|61|62,0,0,0,0,提升BUFF
34,2,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
35,1,13,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
36,3,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
37,5,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
38,6,3,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
39,5,12,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
40,7,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
41,10,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
42,8,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
43,9,4,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
44,10,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003111,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
45,10,13,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003112,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
46,11,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003113,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
47,11,12,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,1003114,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
48,2,13,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
49,2,3,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
50,11,1,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003203,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
51,10,12,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,1003204,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
52,4,1,ins_barracks_01,0,佣兵营地,9,0,0,0,0,0,0,0,1,0,0,邀请一位英雄，协助完成本次探索。,0,0,0,0,0,0,0,0,0,获得佣兵
53,10,3,ins_barracks_01,0,佣兵营地,9,0,0,0,0,0,0,0,1,0,0,邀请一位英雄，协助完成本次探索。,0,0,0,0,0,0,0,0,0,获得佣兵
54,7,13,ins_fountain_01,0,魔法泉水,10,0,0,0,0,0,0,0,1,0,0,聚集魔法能量的温泉，似乎可以缓解战斗带来的伤痛。,所有存活英雄恢复50%生命,0,0,0,0,0,0,0,0,队伍恢复
55,2,2,ins_resurrection_01,0,复苏祭坛,11,0,0,0,0,0,0,0,1,0,0,神秘的祭坛，似乎有生命的法则环绕。,随机复活一名已经阵亡的英雄,0,0,0,0,0,0,0,0,随机复活
56,5,2,ins_clue_01,0,线索,12,0,0,0,0,0,1,0,1,0,寻找进入森林的方法，并从中找到捷径进入雷鸣之城内。,森林看着有些古怪，应该有什么方法可以进去。,0,0,0,0,0,0,0,0,0,阻挡-线索
57,1,6,ins_clue_01,0,线索,12,0,0,0,0,0,1,0,1,0,0,雷鸣之城周围的守卫与城内存在着联系，如果击败他们进入城内的道路就会出现障碍，但似乎有办法绕过他们。,0,0,0,0,0,0,0,0,0,阻挡-线索
58,10,10,ins_wall_03,0,城墙,12,1,7|8|9|10|11|20|21|22|23|24|25|26|27|31|33,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30501,阻挡-主动
