id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,9,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,9,26,0,0,剧情,2,0,0,0,1,1,0,0,2,1201001,0,0,0,0,0,0,0,0,0,0,0,初始剧情
3,1,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401208,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,23,0,0,0,0,普通小怪
4,1,25,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401203,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,24,0,0,0,0,普通小怪
5,3,17,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401205,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,25,0,0,0,0,普通小怪
6,5,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401207,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,26,0,0,0,0,普通小怪
7,5,14,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401206,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,27,0,0,0,0,普通小怪
8,6,21,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401204,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,28,0,0,0,0,普通小怪
9,6,25,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401202,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,29,0,0,0,0,普通小怪
10,8,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401209,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,30,0,0,0,0,普通小怪
11,8,16,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401217,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,31,0,0,0,0,普通小怪
12,8,23,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401201,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,32,0,0,0,0,普通小怪
13,10,12,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401218,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,33,0,0,0,0,普通小怪
14,11,9,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401219,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,34,0,0,0,0,普通小怪
15,11,20,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401216,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,35,0,0,0,0,普通小怪
16,14,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401210,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,36,0,0,0,0,普通小怪
17,14,23,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401215,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,37,0,0,0,0,普通小怪
18,16,10,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401220,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,38,0,0,0,0,普通小怪
