id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
6501,第一关,0,0,2,16,29,C_muzhuang_01.png,13002,8,20,1,6,0,1,5,0,0,0,0,0,0,6501,0,0,0,0,0,1,0,0
6502,第二关搜索,0,0,0,8,34,B_yiji_02.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,6502,15,0,15,192,0,0,0,0
6503,第三关,0,0,2,25,24,C_muzhuang_01.png,14009,8,20,1,5,0,1,5,0,0,0,0,0,0,6504,0,0,0,0,0,1,116503,0
6504,第四关,0,0,2,20,14,C_muzhuang_01.png,12104,10,20,1,4,0,1,5,0,0,0,0,0,0,6505,0,0,0,0,0,1,0,0
6505,第五关,0,0,2,34,14,C_muzhuang_01.png,13002,8,20,1,5,0,1,5,0,0,0,0,0,0,6506,0,0,0,0,0,1,116505,0
6506,第六关,0,0,2,43,26,C_muzhuang_01.png,14009,8,20,1,1,0,1,5,0,0,0,0,0,0,6507,0,0,0,0,0,1,0,0
6507,第七关搜索,0,0,0,53,11,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,6508,16,0,16,192,0,0,0,0
6508,第八关,0,0,2,44,14,C_muzhuang_01.png,11004,8,20,1,5,0,1,5,0,0,0,0,0,0,6510,0,0,0,0,0,1,116508,0
6509,第九关,0,0,2,52,17,C_muzhuang_01.png,12104,10,20,1,7,0,1,5,0,0,0,0,0,0,6511,0,0,0,0,0,1,0,0
6510,第十关,0,0,2,59,26,C_muzhuang_01.png,11004,10,20,9,7,0,1,5,0,0,0,0,0,0,6512,0,0,0,0,0,1,116510,0
6511,传送门,0,0,2,64,28,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,651006512,0,0,0,0,0,6520,0,0,0,0,0,1,0,0
6512,第四关宝物,0,0,3,19,15,C_qianbi_03.png,0,8,20,7,4,0,1,5,650406505,0,0,0,0,0,103,0,6515,0,0,0,1,0,0
6513,第四关宝物,0,0,3,20,15,C_qianbi_03.png,0,8,20,7,4,0,1,5,650406505,0,0,0,0,0,103,0,6515,0,0,0,1,0,0
6514,第四关宝物,0,0,3,19,14,C_zuanshi_03.png,0,8,20,7,4,0,1,5,650406505,0,0,0,0,0,113,0,6515,0,0,0,1,0,0
6515,第四关宝物,0,0,3,20,14,C_qianbi_03.png,0,8,20,7,4,0,1,5,650406505,0,0,0,0,0,103,0,6515,0,0,0,1,0,0
6516,第六关宝物,0,0,3,45,27,C_qianbi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,103,0,6517,0,0,0,1,0,0
6517,第六关宝物,0,0,3,45,26,C_qianbi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,103,0,6517,0,0,0,1,0,0
6518,第六关宝物,0,0,3,45,25,C_zuanshi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,113,0,6517,0,0,0,1,0,0
6519,第六关宝物,0,0,3,44,27,C_zuanshi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,113,0,6517,0,0,0,1,0,0
6520,第六关宝物,0,0,3,43,27,C_zuanshi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,113,0,6517,0,0,0,1,0,0
6521,第六关宝物,0,0,3,46,25,C_qianbi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,103,0,6517,0,0,0,1,0,0
6522,第六关宝物,0,0,3,46,26,C_zuanshi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,113,0,6517,0,0,0,1,0,0
6523,第六关宝物,0,0,3,45,24,C_qianbi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,103,0,6517,0,0,0,1,0,0
6524,第六关宝物,0,0,3,44,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,650606507,0,0,0,0,0,103,0,6517,0,0,0,1,0,0
