id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
3501,第一关,  前军裨将,hpicon_hero2005,2,91.5,40.5,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,350101,0,0,0,0,0,1,0,这盾牌可真大啊！
3502,第二关,中军裨将,hpicon_hero3002,2,90.5,37.5,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,350201,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3503,第三关,  中军裨将,hpicon_hero2013,2,86.5,39.5,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,350301,0,0,0,0,0,1,0,看我们一下一个窟窿。
3504,第四关,  后军裨将,hpicon_hero1010,2,90,34,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,350401,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3505,第五关,  后军裨将,hpicon_hero2010,2,86,36,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,350501,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3506,第六关,  后军裨将,hpicon_hero3001,2,82,38,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,350601,0,0,0,0,0,1,0,我们已经准备好了。
3507,第七关,  前军裨将,hpicon_hero2005,2,81,20,C_muzhuang_01.png,1101,10,15,1,5,0,1,5,0,0,0,0,0,0,350701,0,0,0,0,0,1,0,这盾牌可真大啊！
3508,第八关,  中军裨将,hpicon_hero3002,2,86,19,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,350801,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3509,第九关,  中军裨将,hpicon_hero2013,2,82,17,C_muzhuang_01.png,2103,10,15,1,5,0,1,5,0,0,0,0,0,0,350901,0,0,0,0,0,1,0,看我们一下一个窟窿。
3510,第十关,  后军裨将,hpicon_hero1010,2,91,18,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,351001,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
3511,第十一关,  后军裨将,hpicon_hero2010,2,87,16,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,351101,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3512,第十二关,  后军裨将,hpicon_hero3001,2,83,14,C_muzhuang_01.png,1103,10,15,1,5,0,1,5,0,0,0,0,0,0,351201,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
3513,第十三关,  前军裨将,hpicon_hero2005,2,64.2,22.8,C_muzhuang_01.png,7101,10,15,1,1,0,1,5,0,0,0,0,0,0,351301,0,0,0,0,0,1,0,这盾牌可真大啊！
3514,第十四关,  后军裨将,hpicon_hero1010,2,57,25,C_muzhuang_01.png,1103,10,15,1,1,0,1,5,0,0,0,0,0,0,351401,0,0,0,0,0,1,0,冲锋！冲锋！冲锋！
3515,第十五关,  后军裨将,hpicon_hero3002,2,59.6,28.2,C_muzhuang_01.png,1104,10,15,1,5,0,1,5,0,0,0,0,0,0,351501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3516,第十六关,  前军裨将,hpicon_hero3002,2,57,45,C_muzhuang_01.png,1101,10,15,1,1,0,1,5,0,0,0,0,0,0,351601,0,0,0,0,0,1,0,没有人能突破这个防线！
3517,第十七关,  中军裨将,hpicon_hero1009,2,52,46,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,351701,0,0,0,0,0,1,0,看我们一下一个窟窿。
3518,第十八关,  中军裨将,hpicon_hero3001,2,56,48,C_muzhuang_01.png,2103,10,15,1,1,0,1,5,0,0,0,0,0,0,351801,0,0,0,0,0,1,0,我们战无不胜，攻无不克！
3519,第十九关,  后军裨将,hpicon_hero3001,2,47,48,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,351901,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
3520,第二十关,  后军裨将,hpicon_hero1010,2,51,50,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,352001,0,0,0,0,0,1,0,我们所有人都瞄的很准！
3521,第二十一关,  后军裨将,hpicon_hero3004,2,55,52,C_muzhuang_01.png,2102,10,15,1,1,0,1,5,0,0,0,0,0,0,352101,0,0,0,0,0,1,0,我们已经准备好了。
3522,第二十二关,  前军裨将,hpicon_hero1010,2,26,41,C_muzhuang_01.png,1101,10,15,1,3,0,1,5,0,0,0,0,0,0,352201,0,0,0,0,0,1,0,我们会保护好队友的。
3523,第二十三关,  中军裨将,hpicon_hero3004,2,21,40,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,352301,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3524,第二十四关,  中军裨将,hpicon_hero1001,2,25,38,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,352401,0,0,0,0,0,1,0,看我们一下一个窟窿。
3525,第二十五关,  右军裨将,hpicon_hero3004,2,16,39,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,352501,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3526,第二十六关,  中军裨将,hpicon_hero3004,2,20,37,C_muzhuang_01.png,2103,10,15,1,3,0,1,5,0,0,0,0,0,0,352601,0,0,0,0,0,1,0,武器就是一寸长一寸强！
3527,第二十七关,  左军裨将,hpicon_hero2004,2,24,35,C_muzhuang_01.png,1103,10,15,1,3,0,1,5,0,0,0,0,0,0,352701,0,0,0,0,0,1,0,在我们的铁蹄下颤抖吧！
3528,第二十八关,  后军裨将,hpicon_hero1005,2,12,37,C_muzhuang_01.png,2102,10,15,1,3,0,1,5,0,0,0,0,0,0,352801,0,0,0,0,0,1,0,我们的箭雨已经准备好了！
