id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,9,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,森林
2,14,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600937,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,7,14,ins_monster_01,0,敌人,3,0,0,0,0,0,0,600938,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,14,11,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600943,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
5,2,7,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,600944,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,3,3,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600947,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,9,0,0,0,0,普通首领
7,3,13,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,600948,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,10,0,0,0,0,普通首领
8,14,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,14,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,14,12,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,14,13,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,7,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,8,15,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,1,6,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,1,7,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
16,2,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
17,2,13,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,4204110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
18,2,1,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,4204201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
19,2,14,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,4204202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
