id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,城墙
2,6,7,ins_monster_03,0,首领级敌人,5,0,0,0,0,0,0,500121,1,0,0,此处被一队实力极其强大的敌人占据。\n击败他们才能通过此处。,0,0,0,0,4,0,0,0,0,普通首领
3,6,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
4,6,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
5,6,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
6,7,8,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
7,7,9,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,7,10,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,104106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,8,8,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,104201,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
10,8,9,ins_case_02,0,高级宝箱,7,0,0,0,1,0,0,104202,1,0,0,0,0,0,0,0,0,0,0,0,0,高级宝箱
11,8,2,0,0,剧情,2,0,0,0,0,0,0,0,0,50401,击败首领获取奖励！,0,0,0,0,0,0,0,0,0,0,初始剧情
