id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,1,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,1,17,0,0,剧情,2,0,0,0,1,1,0,0,2,1601001,这里被黑暗和魔法的力量扭曲，形成互相影响的区域，要小心解决眼前的怪物，以免引发连锁反应。,0,0,0,0,0,0,0,0,0,0,初始剧情
3,1,3,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401601,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,13,0,0,0,0,普通小怪
4,1,20,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401602,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,14,0,0,0,0,普通小怪
5,3,9,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401603,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,15,0,0,0,0,普通小怪
6,3,14,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401604,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,16,0,0,0,0,普通小怪
7,4,5,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401605,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,17,0,0,0,0,普通小怪
8,4,17,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401606,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,18,0,0,0,0,普通小怪
9,5,10,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401607,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,19,0,0,0,0,普通小怪
10,5,13,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401608,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,20,0,0,0,0,普通小怪
11,8,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401609,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,21,0,0,0,0,普通小怪
12,8,20,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401610,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,22,0,0,0,0,普通小怪
13,1,3,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
14,1,20,ins_relics_01,0,选择遗物,8,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
15,3,9,ins_relics_01,0,选择遗物,8,2,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
16,3,14,ins_relics_01,0,选择遗物,8,2,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
17,4,5,ins_relics_01,0,选择遗物,8,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
18,4,17,ins_relics_01,0,选择遗物,8,2,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
19,5,10,ins_relics_01,0,选择遗物,8,2,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
20,5,13,ins_relics_01,0,选择遗物,8,2,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
21,8,2,ins_relics_01,0,选择遗物,8,2,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
22,8,20,ins_relics_01,0,选择遗物,8,2,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
23,2,1,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401611,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,47,0,0,0,0,普通精锐
24,4,3,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,401612,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,掉落精英或史诗级别的遗物,0,0,0,48,0,0,0,0,普通精锐
