id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,3,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,城堡
2,14,6,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500729,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
3,10,2,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500730,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
4,2,4,ins_monster_01,0,敌人,3,0,0,0,0,0,0,500731,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通小怪
5,10,13,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500735,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
6,12,12,ins_monster_02,0,精锐敌人,4,0,0,0,0,0,0,500736,1,0,0,此处被一队实力强劲的敌人占据。\n击败他们才能通过此处。,0,0,0,0,0,0,0,0,0,普通精锐
7,14,4,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705101,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
8,14,5,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705102,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
9,12,1,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705103,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
10,11,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705104,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
11,2,2,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705105,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
12,2,3,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705106,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
13,10,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705107,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
14,11,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705108,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
15,13,14,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705109,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
16,14,12,ins_case_01,0,普通宝箱,6,0,0,0,1,0,0,705110,1,0,0,0,0,0,0,0,0,0,0,0,0,普通宝箱
