id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,11,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,11,15,0,0,剧情,2,0,0,0,1,1,0,0,2,0,这里被黑暗和魔法的力量扭曲，形成互相影响的区域，要小心那些机关！,0,0,0,0,0,0,0,0,0,0,初始剧情
3,3,12,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408001,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,13,0,0,0,0,普通小怪
4,6,20,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408002,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,14,0,0,0,0,普通小怪
5,7,15,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408003,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,15,0,0,0,0,普通小怪
6,10,22,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408004,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,16,0,0,0,0,普通小怪
7,11,12,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408005,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,17,0,0,0,0,普通小怪
8,11,17,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408006,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,18,0,0,0,0,普通小怪
9,12,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408007,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,19,0,0,0,0,普通小怪
10,13,23,ins_monster_01,0,敌人,3,0,0,0,0,0,0,408008,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,20,0,0,0,0,普通小怪
