id,name,monstername,monstericon,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep,bubble
8901,第一关,0,0,2,17,24,C_muzhuang_01.png,14011,8,20,1,5,0,1,5,0,0,0,0,0,0,8901,0,0,0,0,0,1,0,0
8902,第二关搜索,0,0,0,16,14,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,8902,15,0,15,192,0,0,0,0
8903,第三关,0,0,2,25,11,C_muzhuang_01.png,13001,8,20,1,5,0,1,5,0,0,0,0,0,0,8904,0,0,0,0,0,1,118903,0
8904,第四关,0,0,2,35,13,C_muzhuang_01.png,13102,10,20,1,5,0,1,5,0,0,0,0,0,0,8905,0,0,0,0,0,1,0,0
8905,第五关,0,0,2,35,22,C_muzhuang_01.png,14011,8,20,1,7,0,1,5,0,0,0,0,0,0,8906,0,0,0,0,0,1,118905,0
8906,第六关,0,0,2,48,32,C_muzhuang_01.png,13001,8,20,1,7,0,1,5,0,0,0,0,0,0,8907,0,0,0,0,0,1,0,0
8907,第七关搜索,0,0,0,48,10,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,8908,15,0,15,192,0,0,0,0
8908,第八关,0,0,2,54,24,C_muzhuang_01.png,14011,8,20,1,5,0,1,5,0,0,0,0,0,0,8910,0,0,0,0,0,1,118908,0
8909,第九关,0,0,2,51,15,C_muzhuang_01.png,13103,10,20,1,4,0,1,5,0,0,0,0,0,0,8911,0,0,0,0,0,1,0,0
8910,第十关,0,0,2,59,15,C_muzhuang_01.png,11004,8,20,9,5,0,1,5,0,0,0,0,0,0,8912,0,0,0,0,0,1,118910,0
8911,传送门,0,0,2,65,11,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,891008912,0,0,0,0,0,8920,0,0,0,0,0,1,0,0
8912,第一关宝物,0,0,3,19,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,890108901,0,0,0,0,0,103,0,8913,0,0,0,1,0,0
8913,第三关宝物,0,0,3,28,12,C_qianbi_03.png,0,8,20,7,4,0,1,5,890308904,0,0,0,0,0,103,0,8914,0,0,0,1,0,0
8914,第四关宝物,0,0,3,35,15,C_zuanshi_03.png,0,8,20,7,4,0,1,5,890408905,0,0,0,0,0,113,0,8915,0,0,0,1,0,0
8915,第五关宝物,0,0,3,37,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,890508906,0,0,0,0,0,103,0,8916,0,0,0,1,0,0
8916,第六关宝物,0,0,3,51,32,C_zuanshi_03.png,0,8,20,7,4,0,1,5,890608907,0,0,0,0,0,113,0,8917,0,0,0,1,0,0
8917,第八关宝物,0,0,3,52,23,C_qianbi_03.png,0,8,20,7,4,0,1,5,890808910,0,0,0,0,0,103,0,8918,0,0,0,1,0,0
8918,第九关宝物,0,0,3,52,13,C_zuanshi_03.png,0,8,20,7,4,0,1,5,890908911,0,0,0,0,0,113,0,8919,0,0,0,1,0,0
