id,x,y,icon,changeicon,name,type,initialtype,initial,delayed,trigger,passby,show,event,priority,story,journal,tips,remarks,removetype,removerelation,remove,establish,modify,dispel,performance,setup,describe
1,9,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,初始点
2,9,14,0,0,剧情,2,0,0,0,1,1,0,0,2,1501001,小心脚下的每一步！这里的魔法能量混合在一起，任何行动都会产生连锁反应！,0,0,0,0,0,0,0,0,0,0,初始剧情
3,2,8,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401501,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,16,0,0,0,0,普通小怪
4,2,19,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401502,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,17,0,0,0,0,普通小怪
5,4,19,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401503,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,18,0,0,0,0,普通小怪
6,5,7,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401504,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,19,0,0,0,0,普通小怪
7,5,26,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401505,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,20,0,0,0,0,普通小怪
8,6,11,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401506,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,21,0,0,0,0,普通小怪
9,6,16,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401507,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,22,0,0,0,0,普通小怪
10,9,17,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401508,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,23,0,0,0,0,普通小怪
11,12,11,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401509,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,24,0,0,0,0,普通小怪
12,12,16,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401510,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,25,0,0,0,0,普通小怪
13,16,1,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401511,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,26,0,0,0,0,普通小怪
14,17,21,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401512,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,27,0,0,0,0,普通小怪
15,20,21,ins_monster_01,0,敌人,3,0,0,0,0,0,0,401513,1,0,0,此处被一队实力普通的敌人占据。\n击败他们才能通过此处。,掉落稀有或精英级别的遗物,0,0,0,28,0,0,0,0,普通小怪
16,2,8,ins_relics_01,0,选择遗物,8,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,小怪BUFF
