id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2501,第一关,2,22,28,C_muzhuang_01.png,13001,8,20,1,7,0,1,5,0,0,0,0,0,0,2501,0,0,0,0,0,1,0
2502,第二关搜索,0,12,9,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2502,15,0,15,192,0,0,0
2503,第三关,2,20,19,C_muzhuang_01.png,11101,10,20,1,3,0,1,5,0,0,0,0,0,0,2504,0,0,0,0,0,1,1102503
2504,第四关,2,25,13,C_muzhuang_01.png,11101,10,20,1,6,0,1,5,0,0,0,0,0,0,2505,0,0,0,0,0,1,0
2505,第五关,2,35,25,C_muzhuang_01.png,14007,8,20,1,5,0,1,5,0,0,0,0,0,0,2506,0,0,0,0,0,1,1102505
2506,第六关,2,59,28,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,2507,0,0,0,0,0,1,0
2507,第七关搜索,0,41,9,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2508,15,0,15,192,0,0,0
2508,第八关,2,46,28,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,2510,0,0,0,0,0,1,1102508
2509,第九关,2,49,20,C_muzhuang_01.png,11101,10,20,1,6,0,1,5,0,0,0,0,0,0,2511,0,0,0,0,0,1,0
2510,第十关,2,58,12,C_muzhuang_01.png,15007,20,20,1,7,0,1,5,0,0,0,0,0,0,2512,0,0,0,0,0,1,1102510
2511,传送门,2,60,6,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,251002512,0,0,0,0,0,2520,0,0,0,0,0,1,0
2512,第一关宝物,3,21,26,C_qianbi_01.png,0,8,20,7,4,0,1,5,250102501,0,0,0,0,0,101,0,2513,0,0,0,1,0
2513,第三关宝物,3,18,18,C_qianbi_01.png,0,8,20,7,4,0,1,5,250302504,0,0,0,0,0,101,0,2514,0,0,0,1,0
2514,第四关宝物,3,27,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,250402505,0,0,0,0,0,111,0,2515,0,0,0,1,0
2515,第五关宝物,3,35,27,C_qianbi_01.png,0,8,20,7,4,0,1,5,250502506,0,0,0,0,0,101,0,2516,0,0,0,1,0
2516,第六关宝物,3,62,28,C_zuanshi_01.png,0,8,20,7,4,0,1,5,250602507,0,0,0,0,0,111,0,2517,0,0,0,1,0
2517,第八关宝物,3,45,30,C_qianbi_01.png,0,8,20,7,4,0,1,5,250802510,0,0,0,0,0,101,0,2518,0,0,0,1,0
2518,第九关宝物,3,50,18,C_zuanshi_01.png,0,8,20,7,4,0,1,5,250902511,0,0,0,0,0,111,0,2519,0,0,0,1,0
