id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
3201,第一关,2,16,24,C_muzhuang_01.png,11002,8,20,1,7,0,1,5,0,0,0,0,0,0,3201,0,0,0,0,0,1,0
3202,第二关搜索,0,15,28,B_yiji_04.png,0,8,20,5,7,0,1,5,0,0,0,0,0,0,3202,16,0,16,192,0,0,0
3203,第三关,2,21,14,C_muzhuang_01.png,14010,8,20,1,7,0,1,5,0,0,0,0,0,0,3204,0,0,0,0,0,1,1103103
3204,第四关,2,13,14,C_muzhuang_01.png,11102,10,20,1,1,0,1,5,0,0,0,0,0,0,3205,0,0,0,0,0,1,0
3205,第五关,2,32,13,C_muzhuang_01.png,11010,8,20,1,7,0,1,5,0,0,0,0,0,0,3206,0,0,0,0,0,1,1103105
3206,第六关,2,38,19,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,3207,0,0,0,0,0,1,0
3207,第七关搜索,0,27,8,B_yiji_04.png,0,8,20,5,4,0,1,5,0,0,0,0,0,0,3208,16,0,16,192,0,0,0
3208,第八关,2,42,14,C_muzhuang_01.png,11002,8,20,1,7,0,1,5,0,0,0,0,0,0,3210,0,0,0,0,0,1,1103108
3209,第九关,2,48,10,C_muzhuang_01.png,11104,10,20,1,7,0,1,5,0,0,0,0,0,0,3211,0,0,0,0,0,1,0
3210,第十关,2,55,25,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,3212,0,0,0,0,0,1,1103110
3211,传送门,2,63,30,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,321003212,0,0,0,0,0,3220,0,0,0,0,0,1,0
3212,第一关宝物,3,18,24,C_qianbi_01.png,0,8,20,7,4,0,1,5,320103201,0,0,0,0,0,101,0,3213,0,0,0,1,0
3213,第一关宝物,3,18,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,320103201,0,0,0,0,0,101,0,3213,0,0,0,1,0
3214,第四关宝物,3,10,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320403205,0,0,0,0,0,111,0,3215,0,0,0,1,0
3215,第四关宝物,3,11,12,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320403205,0,0,0,0,0,111,0,3215,0,0,0,1,0
3216,第四关宝物,3,12,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320403205,0,0,0,0,0,111,0,3215,0,0,0,1,0
3217,第四关宝物,3,11,14,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320403205,0,0,0,0,0,111,0,3215,0,0,0,1,0
3218,第六关宝物,3,36,21,C_qianbi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,101,0,3217,0,0,0,1,0
3219,第六关宝物,3,36,22,C_qianbi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,101,0,3217,0,0,0,1,0
3220,第六关宝物,3,36,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,101,0,3217,0,0,0,1,0
3221,第六关宝物,3,38,21,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3222,第六关宝物,3,38,22,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3223,第六关宝物,3,38,23,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3224,第六关宝物,3,40,21,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3225,第六关宝物,3,40,22,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3226,第六关宝物,3,40,23,C_zuanshi_01.png,0,8,20,7,4,0,1,5,320603207,0,0,0,0,0,111,0,3217,0,0,0,1,0
3227,第九关宝物,3,49,8,C_qianbi_01.png,0,8,20,7,4,0,1,5,320903211,0,0,0,0,0,101,0,3219,0,0,0,1,0
3228,第九关宝物,3,50,9,C_qianbi_01.png,0,8,20,7,4,0,1,5,320903211,0,0,0,0,0,101,0,3219,0,0,0,1,0
3229,第九关宝物,3,50,10,C_qianbi_01.png,0,8,20,7,4,0,1,5,320903211,0,0,0,0,0,101,0,3219,0,0,0,1,0
3230,第十关宝物,3,55,27,C_qianbi_01.png,0,8,20,7,4,0,1,5,321003212,0,0,0,0,0,101,0,3219,0,0,0,1,0
3231,第十关宝物,3,57,26,C_qianbi_01.png,0,8,20,7,4,0,1,5,321003212,0,0,0,0,0,101,0,3219,0,0,0,1,0
3232,第十关宝物,3,58,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,321003212,0,0,0,0,0,101,0,3219,0,0,0,1,0
