id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
300,入场剧情,2,10,28,C_muzhuang_01.png,11005,0,20,0,0,0,1,5,0,0,0,0,0,0,300,0,0,0,0,0,1,0
301,第一关,2,20,24,C_muzhuang_01.png,11005,8,20,1,4,0,1,5,0,0,0,0,0,0,301,0,0,0,0,0,1,0
302,第二关搜索,0,12,10,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,302,15,0,15,192,0,0,0
303,第三关,2,37,12,C_muzhuang_01.png,13101,10,20,1,7,0,1,5,0,0,0,0,0,0,304,0,0,0,0,0,1,110303
304,第四关,2,25,11,C_muzhuang_01.png,11007,8,20,1,4,0,1,5,0,0,0,0,0,0,305,0,0,0,0,0,1,0
305,第五关,2,45,17,C_muzhuang_01.png,15001,20,20,1,5,0,1,5,0,0,0,0,0,0,306,0,0,0,0,0,1,110305
306,第六关,2,59,30,C_muzhuang_01.png,15006,20,20,1,5,0,1,5,0,0,0,0,0,0,307,0,0,0,0,0,1,0
307,第七关搜索,0,62,10,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,308,16,0,16,192,0,0,0
308,第八关,2,47,24,C_muzhuang_01.png,13102,10,20,1,1,0,1,5,0,0,0,0,0,0,310,0,0,0,0,0,1,110308
309,第九关,2,55,23,C_muzhuang_01.png,13003,8,20,1,5,0,1,5,0,0,0,0,0,0,311,0,0,0,0,0,1,0
310,第十关,2,37,28,C_muzhuang_01.png,14002,8,20,1,2,0,1,5,0,0,0,0,0,0,312,0,0,0,0,0,1,110310
311,传送门,2,31,26,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,31000312,0,0,0,0,0,320,0,0,0,0,0,1,0
312,第四关宝物,3,29,10,C_qianbi_01.png,0,8,20,7,4,0,1,5,30400305,0,0,0,0,0,101,0,315,0,0,0,1,0
313,第四关宝物,3,28,11,C_qianbi_01.png,0,8,20,7,4,0,1,5,30400305,0,0,0,0,0,101,0,315,0,0,0,1,0
314,第四关宝物,3,27,10,C_zuanshi_01.png,0,8,20,7,4,0,1,5,30400305,0,0,0,0,0,111,0,315,0,0,0,1,0
315,第六关宝物,3,61,28,C_qianbi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,101,0,317,0,0,0,1,0
316,第六关宝物,3,57,31,C_zuanshi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,111,0,317,0,0,0,1,0
317,第六关宝物,3,61,29,C_qianbi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,101,0,317,0,0,0,1,0
318,第六关宝物,3,61,30,C_zuanshi_02.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,112,0,317,0,0,0,1,0
319,第六关宝物,3,61,31,C_qianbi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,101,0,317,0,0,0,1,0
320,第六关宝物,3,57,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,101,0,317,0,0,0,1,0
321,第六关宝物,3,58,32,C_qianbi_03.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,103,0,317,0,0,0,1,0
322,第六关宝物,3,59,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,30600307,0,0,0,0,0,101,0,317,0,0,0,1,0
