id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2901,第一关,2,17,24,C_muzhuang_01.png,14011,8,20,1,4,0,1,5,0,0,0,0,0,0,2901,0,0,0,0,0,1,0
2902,第二关搜索,0,16,14,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2902,15,0,15,192,0,0,0
2903,第三关,2,25,11,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2904,0,0,0,0,0,1,112903
2904,第四关,2,35,13,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2905,0,0,0,0,0,1,0
2905,第五关,2,35,22,C_muzhuang_01.png,13001,8,20,1,7,0,1,5,0,0,0,0,0,0,2906,0,0,0,0,0,1,112905
2906,第六关,2,48,32,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,2907,0,0,0,0,0,1,0
2907,第七关搜索,0,48,10,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2908,15,0,15,192,0,0,0
2908,第八关,2,54,24,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2910,0,0,0,0,0,1,112908
2909,第九关,2,51,15,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2911,0,0,0,0,0,1,0
2910,第十关,2,59,15,C_muzhuang_01.png,11004,8,20,1,4,0,1,5,0,0,0,0,0,0,2912,0,0,0,0,0,1,112910
2929,传送门,2,65,11,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,291002912,0,0,0,0,0,2920,0,0,0,0,0,1,0
2912,第一关宝物,3,19,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,290102901,0,0,0,0,0,101,0,2913,0,0,0,1,0
2913,第三关宝物,3,28,12,C_qianbi_01.png,0,8,20,7,4,0,1,5,290302904,0,0,0,0,0,101,0,2914,0,0,0,1,0
2914,第四关宝物,3,35,15,C_zuanshi_01.png,0,8,20,7,4,0,1,5,290402905,0,0,0,0,0,111,0,2915,0,0,0,1,0
2915,第五关宝物,3,37,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,290502906,0,0,0,0,0,101,0,2916,0,0,0,1,0
2916,第六关宝物,3,51,32,C_zuanshi_01.png,0,8,20,7,4,0,1,5,290602907,0,0,0,0,0,111,0,2917,0,0,0,1,0
2917,第八关宝物,3,52,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,290802910,0,0,0,0,0,101,0,2918,0,0,0,1,0
2918,第九关宝物,3,52,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,290902911,0,0,0,0,0,111,0,2919,0,0,0,1,0
