id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
701,第一关,2,15,26,C_muzhuang_01.png,13005,8,20,1,4,0,1,5,0,0,0,0,0,0,701,0,0,0,0,0,1,0
702,第二关搜索,0,14,10,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,702,15,0,15,192,0,0,0
703,第三关,2,29,10,C_muzhuang_01.png,11001,8,20,1,6,0,1,5,0,0,0,0,0,0,704,0,0,0,0,0,1,110703
704,第四关,2,45,11,C_muzhuang_01.png,11103,10,20,1,6,0,1,5,0,0,0,0,0,0,705,0,0,0,0,0,1,0
705,第五关,2,54,20,C_muzhuang_01.png,13005,8,20,1,5,0,1,5,0,0,0,0,0,0,706,0,0,0,0,0,1,110705
706,第六关,2,60,28,C_muzhuang_01.png,11001,8,20,1,6,0,1,5,0,0,0,0,0,0,707,0,0,0,0,0,1,0
707,第七关搜索,0,57,8,B_yiji_01.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,708,16,0,16,192,0,0,0
708,第八关,2,50,35,C_muzhuang_01.png,14005,8,20,1,2,0,1,5,0,0,0,0,0,0,710,0,0,0,0,0,1,110708
709,第九关,2,36,34,C_muzhuang_01.png,13005,8,20,1,2,0,1,5,0,0,0,0,0,0,711,0,0,0,0,0,1,0
710,第十关,2,33,26,C_muzhuang_01.png,12005,8,20,1,4,0,1,5,0,0,0,0,0,0,712,0,0,0,0,0,1,110710
711,传送门,2,33,20,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,71000712,0,0,0,0,0,720,0,0,0,0,0,1,0
712,第四关宝物,3,46,9,C_qianbi_01.png,0,8,20,7,4,0,1,5,70400705,0,0,0,0,0,101,0,715,0,0,0,1,0
713,第四关宝物,3,47,10,C_qianbi_01.png,0,8,20,7,4,0,1,5,70400705,0,0,0,0,0,101,0,715,0,0,0,1,0
714,第六关宝物,3,61,29,C_zuanshi_01.png,0,8,20,7,4,0,1,5,70600707,0,0,0,0,0,111,0,717,0,0,0,1,0
717,第六关宝物,3,60,29,C_qianbi_01.png,0,8,20,7,4,0,1,5,70600707,0,0,0,0,0,101,0,717,0,0,0,1,0
715,第六关宝物,3,62,28,C_zuanshi_01.png,0,8,20,7,4,0,1,5,70600707,0,0,0,0,0,111,0,717,0,0,0,1,0
716,第九关宝物,3,38,35,C_qianbi_01.png,0,8,20,7,4,0,1,5,70900711,0,0,0,0,0,101,0,719,0,0,0,1,0
718,第九关宝物,3,34,33,C_zuanshi_01.png,0,8,20,7,4,0,1,5,70900711,0,0,0,0,0,111,0,719,0,0,0,1,0
