id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
400,入场剧情,2,15,34,C_muzhuang_01.png,11008,0,20,0,0,0,1,5,0,0,0,0,0,0,400,0,0,0,0,0,1,0
401,第一关,2,15,26,C_muzhuang_01.png,11008,8,20,1,4,0,1,5,0,0,0,0,0,0,401,0,0,0,0,0,1,0
402,第二关搜索,0,11,18,B_yiji_02.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,402,15,0,15,192,0,0,0
403,第三关,2,17,18,C_muzhuang_01.png,12008,8,20,1,4,0,1,5,0,0,0,0,0,0,404,0,0,0,0,0,1,110403
404,第四关谈判,2,25,12,sr601.png,14006,8,20,1,6,0,1,5,0,0,0,0,0,0,405,0,0,0,0,0,1,0
405,第五关,2,34,14,C_muzhuang_01.png,14005,8,20,1,6,0,1,5,0,0,0,0,0,0,406,0,0,0,0,0,1,110405
406,第六关野外BOSS,2,34,32,C_muzhuang_01.png,15002,20,20,2,1,0,1,5,0,0,0,0,0,0,407,0,0,0,0,0,1,0
407,第七关搜索,0,47,8,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,408,16,0,16,192,0,0,0
408,第八关,2,44,24,C_muzhuang_01.png,11008,8,20,1,6,0,1,5,0,0,0,0,0,0,410,0,0,0,0,0,1,110408
409,第九关谈判,2,56,22,sr601.png,14011,8,20,1,7,0,1,5,0,0,0,0,0,0,411,0,0,0,0,0,1,0
410,第十关,2,57,30,C_muzhuang_01.png,13006,8,20,1,6,0,1,5,0,0,0,0,0,0,412,0,0,0,0,0,1,110410
411,传送门,2,61,31,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,41000422,0,0,0,0,0,420,0,0,0,0,0,1,0
412,第一关宝物,3,13,26,C_qianbi_01.png,0,8,20,7,4,0,1,5,40100401,0,0,0,0,0,101,0,413,0,0,0,1,0
413,第一关宝物,3,17,26,C_qianbi_01.png,0,8,20,7,4,0,1,5,40100401,0,0,0,0,0,101,0,413,0,0,0,1,0
414,第一关宝物,3,18,25,C_zuanshi_01.png,0,8,20,10,4,0,1,5,40100401,0,0,0,0,0,111,0,413,0,0,0,1,0
415,第三关宝物,3,16,17,C_qianbi_01.png,0,8,20,7,4,0,1,5,40300404,0,0,0,0,0,101,0,414,0,0,0,1,0
416,第三关宝物,3,18,17,C_zuanshi_01.png,0,8,20,10,4,0,1,5,40300404,0,0,0,0,0,111,0,414,0,0,0,1,0
417,第三关宝物,3,19,18,C_qianbi_01.png,0,8,20,7,4,0,1,5,40300404,0,0,0,0,0,101,0,414,0,0,0,1,0
418,第四关宝物,3,27,11,C_gouhuo_01.png,0,10,20,4,4,0,1,5,40400405,0,0,0,0,0,116,0,415,0,0,0,1,0
419,第四关宝物,3,28,12,C_zuanshi_01.png,0,8,20,10,4,0,1,5,40400405,0,0,0,0,0,111,0,415,0,0,0,1,0
420,第四关宝物,3,27,13,C_qianbi_01.png,0,8,20,7,4,0,1,5,40400405,0,0,0,0,0,101,0,415,0,0,0,1,0
421,第五关宝物,3,37,15,C_20000014.png,0,7,20,12,4,0,1,5,40500406,0,0,0,0,0,122,0,416,0,0,0,1,0
422,第五关宝物,3,36,14,C_qianbi_01.png,0,8,20,7,4,0,1,5,40500406,0,0,0,0,0,101,0,416,0,0,0,1,0
423,第五关宝物,3,37,14,C_zuanshi_02.png,0,8,20,8,4,0,1,5,40500406,0,0,0,0,0,111,0,416,0,0,0,1,0
424,第五关宝物,3,35,15,C_qianbi_01.png,0,8,20,7,4,0,1,5,40500406,0,0,0,0,0,101,0,416,0,0,0,1,0
425,第六关BOSS宝物,3,35,28,C_zuanshi_01.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
426,第六关BOSS宝物,3,35,29,C_zuanshi_01.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
427,第六关BOSS宝物,3,36,28,C_zuanshi_01.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
428,第六关BOSS宝物,3,38,32,C_zuanshi_03.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,113,0,417,0,0,0,1,0
429,第六关BOSS宝物,3,36,29,C_zuanshi_01.png,0,8,20,10,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
430,第六关BOSS宝物,3,37,29,C_zuanshi_01.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
431,第六关BOSS宝物,3,36,31,C_zuanshi_01.png,0,8,20,8,4,0,1,5,40600407,0,0,0,0,0,111,0,417,0,0,0,1,0
