id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
1601,第一关,2,12,21,C_muzhuang_01.png,12009,8,20,1,1,0,1,5,0,0,0,0,0,0,1601,0,0,0,0,0,1,0
1602,第二关搜索,0,18,12,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,1602,16,0,16,192,0,0,0
1603,第三关,2,22,27,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,1604,0,0,0,0,0,1,111603
1604,第四关,2,12,33,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,1605,0,0,0,0,0,1,0
1605,第五关,2,31,17,C_muzhuang_01.png,14006,8,20,1,4,0,1,5,0,0,0,0,0,0,1606,0,0,0,0,0,1,111605
1606,第六关,2,58,30,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,1607,0,0,0,0,0,1,0
1607,第七关搜索,0,47,12,B_yiji_02.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,1608,16,0,16,192,0,0,0
1608,第八关,2,51,21,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,1610,0,0,0,0,0,1,111608
1609,第九关,2,34,32,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,1611,0,0,0,0,0,1,0
1610,第十关,2,59,15,C_muzhuang_01.png,15007,20,20,1,4,0,1,5,0,0,0,0,0,0,1612,0,0,0,0,0,1,111610
1611,传送门,2,63,9,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,161001612,0,0,0,0,0,1620,0,0,0,0,0,1,0
1612,第一关宝物,3,10,22,C_qianbi_01.png,0,8,20,7,4,0,1,5,160101601,0,0,0,0,0,101,0,1613,0,0,0,1,0
1613,第三关宝物,3,24,28,C_qianbi_01.png,0,8,20,7,4,0,1,5,160301604,0,0,0,0,0,101,0,1614,0,0,0,1,0
1614,第四关宝物,3,14,34,C_zuanshi_01.png,0,8,20,7,4,0,1,5,160401605,0,0,0,0,0,111,0,1615,0,0,0,1,0
1615,第五关宝物,3,33,17,C_qianbi_01.png,0,8,20,7,4,0,1,5,160501606,0,0,0,0,0,101,0,1616,0,0,0,1,0
1616,第六关宝物,3,60,30,C_zuanshi_01.png,0,8,20,7,4,0,1,5,160601607,0,0,0,0,0,111,0,1617,0,0,0,1,0
1617,第八关宝物,3,53,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,160801610,0,0,0,0,0,101,0,1618,0,0,0,1,0
1618,第九关宝物,3,34,32,C_zuanshi_01.png,0,8,20,7,4,0,1,5,160901611,0,0,0,0,0,111,0,1619,0,0,0,1,0
