id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
3101,第一关,2,15,15,C_muzhuang_01.png,12004,8,20,1,7,0,1,5,0,0,0,0,0,0,3101,0,0,0,0,0,1,0
3102,第二关搜索,0,11,20,B_yiji_03.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,3102,15,0,15,192,0,0,0
3103,第三关,2,26,27,C_muzhuang_01.png,12006,8,20,1,7,0,1,5,0,0,0,0,0,0,3104,0,0,0,0,0,1,1103103
3104,第四关,2,20,29,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,3105,0,0,0,0,0,1,0
3105,第五关,2,35,17,C_muzhuang_01.png,13004,8,20,1,4,0,1,5,0,0,0,0,0,0,3106,0,0,0,0,0,1,1103105
3106,第六关,2,49,9,C_muzhuang_01.png,11104,10,20,1,7,0,1,5,0,0,0,0,0,0,3107,0,0,0,0,0,1,0
3107,第七关搜索,0,49,17,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,3108,16,0,16,192,0,0,0
3108,第八关,2,59,13,C_muzhuang_01.png,13004,8,20,1,1,0,1,5,0,0,0,0,0,0,3110,0,0,0,0,0,1,1103108
3109,第九关,2,64,22,C_muzhuang_01.png,11103,10,20,1,7,0,1,5,0,0,0,0,0,0,3111,0,0,0,0,0,1,0
3110,第十关,2,61,32,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,3112,0,0,0,0,0,1,1103110
3111,传送门,2,59,36,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,311003112,0,0,0,0,0,3120,0,0,0,0,0,1,0
3112,第一关宝物,3,13,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,310103101,0,0,0,0,0,101,0,3113,0,0,0,1,0
3113,第一关宝物,3,15,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,310103101,0,0,0,0,0,101,0,3113,0,0,0,1,0
3114,第一关宝物,3,17,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,310103101,0,0,0,0,0,101,0,3113,0,0,0,1,0
3115,第三关宝物,3,27,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,310303104,0,0,0,0,0,101,0,3114,0,0,0,1,0
3116,第三关宝物,3,27,26,C_qianbi_01.png,0,8,20,7,4,0,1,5,310303104,0,0,0,0,0,101,0,3114,0,0,0,1,0
3117,第四关宝物,3,19,31,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,111,0,3115,0,0,0,1,0
3118,第四关宝物,3,19,32,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,111,0,3115,0,0,0,1,0
3119,第四关宝物,3,19,33,C_qianbi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,101,0,3115,0,0,0,1,0
3120,第四关宝物,3,21,31,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,111,0,3115,0,0,0,1,0
3121,第四关宝物,3,21,32,C_qianbi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,101,0,3115,0,0,0,1,0
3122,第四关宝物,3,21,33,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310403105,0,0,0,0,0,111,0,3115,0,0,0,1,0
3123,第五关宝物,3,36,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,310503106,0,0,0,0,0,101,0,3116,0,0,0,1,0
3124,第六关宝物,3,50,8,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310603107,0,0,0,0,0,111,0,3117,0,0,0,1,0
3125,第六关宝物,3,51,9,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310603107,0,0,0,0,0,111,0,3117,0,0,0,1,0
3126,第六关宝物,3,51,10,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310603107,0,0,0,0,0,111,0,3117,0,0,0,1,0
3127,第八关宝物,3,57,15,C_qianbi_01.png,0,8,20,7,4,0,1,5,310803110,0,0,0,0,0,101,0,3118,0,0,0,1,0
3128,第八关宝物,3,59,15,C_qianbi_01.png,0,8,20,7,4,0,1,5,310803110,0,0,0,0,0,101,0,3118,0,0,0,1,0
3129,第八关宝物,3,61,15,C_qianbi_01.png,0,8,20,7,4,0,1,5,310803110,0,0,0,0,0,101,0,3118,0,0,0,1,0
3130,第九关宝物,3,65,21,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310903111,0,0,0,0,0,111,0,3119,0,0,0,1,0
3131,第九关宝物,3,65,22,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310903111,0,0,0,0,0,111,0,3119,0,0,0,1,0
3132,第九关宝物,3,65,23,C_zuanshi_01.png,0,8,20,7,4,0,1,5,310903111,0,0,0,0,0,111,0,3119,0,0,0,1,0
