id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2001,第一关,2,11,18,C_muzhuang_01.png,13002,8,20,1,7,0,1,5,0,0,0,0,0,0,2001,0,0,0,0,0,1,0
2002,第二关搜索,0,26,12,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2002,15,0,15,192,0,0,0
2003,第三关,2,32,21,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2004,0,0,0,0,0,1,112003
2004,第四关,2,26,34,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,2005,0,0,0,0,0,1,0
2005,第五关,2,42,14,C_muzhuang_01.png,14009,8,20,1,4,0,1,5,0,0,0,0,0,0,2006,0,0,0,0,0,1,112005
2006,第六关,2,13,36,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,2007,0,0,0,0,0,1,0
2007,第七关搜索,0,54,10,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,2008,16,0,16,192,0,0,0
2008,第八关,2,49,21,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,2010,0,0,0,0,0,1,112008
2009,第九关,2,51,32,C_muzhuang_01.png,11101,10,20,1,0,0,1,5,0,0,0,0,0,0,2011,0,0,0,0,0,1,0
2010,第十关,2,57,27,C_muzhuang_01.png,14011,8,20,1,6,0,1,5,0,0,0,0,0,0,2012,0,0,0,0,0,1,112010
2011,传送门,2,64,29,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,201002012,0,0,0,0,0,2020,0,0,0,0,0,1,0
2012,第一关宝物,3,10,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,200102001,0,0,0,0,0,101,0,2013,0,0,0,1,0
2013,第三关宝物,3,30,19,C_qianbi_01.png,0,8,20,7,4,0,1,5,200302004,0,0,0,0,0,101,0,2014,0,0,0,1,0
2014,第四关宝物,3,28,33,C_zuanshi_01.png,0,8,20,7,4,0,1,5,200402005,0,0,0,0,0,111,0,2015,0,0,0,1,0
2017,第五关宝物,3,44,13,C_qianbi_01.png,0,8,20,7,4,0,1,5,200502006,0,0,0,0,0,101,0,2016,0,0,0,1,0
2015,第六关宝物,3,15,38,C_zuanshi_01.png,0,8,20,7,4,0,1,5,200602007,0,0,0,0,0,111,0,2017,0,0,0,1,0
2016,第八关宝物,3,51,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,200802010,0,0,0,0,0,101,0,2018,0,0,0,1,0
2020,第九关宝物,3,53,34,C_zuanshi_01.png,0,8,20,7,4,0,1,5,200902011,0,0,0,0,0,111,0,2019,0,0,0,1,0
