id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2701,第一关,2,19,28,C_muzhuang_01.png,13007,8,20,1,4,0,1,5,0,0,0,0,0,0,2701,0,0,0,0,0,1,0
2702,第二关搜索,0,17,12,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2702,15,0,15,192,0,0,0
2703,第三关,2,24,20,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2704,0,0,0,0,0,1,112703
2704,第四关,2,22,15,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,2705,0,0,0,0,0,1,0
2705,第五关,2,32,15,C_muzhuang_01.png,14007,8,20,1,4,0,1,5,0,0,0,0,0,0,2706,0,0,0,0,0,1,112705
2706,第六关,2,40,18,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,2707,0,0,0,0,0,1,0
2707,第七关搜索,0,45,8,B_yiji_01.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,2708,16,0,16,192,0,0,0
2708,第八关,2,50,14,C_muzhuang_01.png,11101,10,20,1,6,0,1,5,0,0,0,0,0,0,2710,0,0,0,0,0,1,112708
2709,第九关,2,42,28,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,2711,0,0,0,0,0,1,0
2710,第十关,2,58,21,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,2712,0,0,0,0,0,1,112710
2711,传送门,2,64,25,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,271002712,0,0,0,0,0,2720,0,0,0,0,0,1,0
2712,第一关宝物,3,22,29,C_qianbi_01.png,0,8,20,7,4,0,1,5,270102701,0,0,0,0,0,101,0,2713,0,0,0,1,0
2713,第三关宝物,3,26,19,C_qianbi_01.png,0,8,20,7,4,0,1,5,270302704,0,0,0,0,0,101,0,2714,0,0,0,1,0
2714,第四关宝物,3,20,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,270402705,0,0,0,0,0,111,0,2715,0,0,0,1,0
2715,第五关宝物,3,34,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,270502706,0,0,0,0,0,101,0,2716,0,0,0,1,0
2716,第六关宝物,3,43,23,C_zuanshi_01.png,0,8,20,7,4,0,1,5,270602707,0,0,0,0,0,111,0,2717,0,0,0,1,0
2717,第八关宝物,3,53,14,C_qianbi_01.png,0,8,20,7,4,0,1,5,270802710,0,0,0,0,0,101,0,2718,0,0,0,1,0
2718,第九关宝物,3,45,29,C_zuanshi_01.png,0,8,20,7,4,0,1,5,270902711,0,0,0,0,0,111,0,2719,0,0,0,1,0
