id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
1901,第一关,2,13,23,C_muzhuang_01.png,13002,8,20,1,7,0,1,5,0,0,0,0,0,0,1901,0,0,0,0,0,1,0
1902,第二关搜索,0,27,11,B_yiji_01.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,1902,15,0,15,192,0,0,0
1903,第三关,2,23,31,C_muzhuang_01.png,11101,10,20,1,6,0,1,5,0,0,0,0,0,0,1904,0,0,0,0,0,1,111903
1904,第四关,2,12,33,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,1905,0,0,0,0,0,1,0
1905,第五关,2,32,23,C_muzhuang_01.png,14009,8,20,1,4,0,1,5,0,0,0,0,0,0,1906,0,0,0,0,0,1,111905
1906,第六关,2,48,33,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,1907,0,0,0,0,0,1,0
1907,第七关搜索,0,54,9,B_yiji_01.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,1908,16,0,16,192,0,0,0
1908,第八关,2,43,12,C_muzhuang_01.png,11101,10,20,1,6,0,1,5,0,0,0,0,0,0,1910,0,0,0,0,0,1,111908
1909,第九关,2,51,20,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,1911,0,0,0,0,0,1,0
1910,第十关,2,57,26,C_muzhuang_01.png,15007,20,20,1,5,0,1,5,0,0,0,0,0,0,1912,0,0,0,0,0,1,111910
1911,传送门,2,62,28,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,191001912,0,0,0,0,0,1920,0,0,0,0,0,1,0
1912,第一关宝物,3,11,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,190101901,0,0,0,0,0,101,0,1913,0,0,0,1,0
1913,第三关宝物,3,25,30,C_qianbi_01.png,0,8,20,7,4,0,1,5,190301904,0,0,0,0,0,101,0,1914,0,0,0,1,0
1914,第四关宝物,3,9,32,C_zuanshi_01.png,0,8,20,7,4,0,1,5,190401905,0,0,0,0,0,111,0,1915,0,0,0,1,0
1917,第五关宝物,3,30,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,190501906,0,0,0,0,0,101,0,1916,0,0,0,1,0
1915,第六关宝物,3,46,31,C_zuanshi_01.png,0,8,20,7,4,0,1,5,190601907,0,0,0,0,0,111,0,1917,0,0,0,1,0
1916,第八关宝物,3,46,12,C_qianbi_01.png,0,8,20,7,4,0,1,5,190801910,0,0,0,0,0,101,0,1918,0,0,0,1,0
1919,第九关宝物,3,50,22,C_zuanshi_01.png,0,8,20,7,4,0,1,5,190901911,0,0,0,0,0,111,0,1919,0,0,0,1,0
