id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
801,第一关,2,17,19,C_muzhuang_01.png,11006,8,20,1,5,0,1,5,0,0,0,0,0,0,801,0,0,0,0,0,1,0
802,第二关搜索,0,32,13,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,802,15,0,15,192,0,0,0
803,第三关,2,30,23,C_muzhuang_01.png,13009,8,20,1,1,0,1,5,0,0,0,0,0,0,804,0,0,0,0,0,1,110803
804,第四关,2,14,28,C_muzhuang_01.png,12103,10,20,1,0,0,1,5,0,0,0,0,0,0,805,0,0,0,0,0,1,0
805,第五关,2,42,16,C_muzhuang_01.png,13007,8,20,1,7,0,1,5,0,0,0,0,0,0,806,0,0,0,0,0,1,110805
806,第六关,2,44,27,C_muzhuang_01.png,15004,20,20,1,0,0,1,5,0,0,0,0,0,0,807,0,0,0,0,0,1,0
807,第七关搜索,0,59,10,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,808,16,0,16,192,0,0,0
808,第八关,2,58,23,C_muzhuang_01.png,11006,8,20,1,6,0,1,5,0,0,0,0,0,0,810,0,0,0,0,0,1,110808
809,第九关,2,25,32,C_muzhuang_01.png,11007,8,20,1,5,0,1,5,0,0,0,0,0,0,811,0,0,0,0,0,1,0
810,第十关,2,60,35,C_muzhuang_01.png,13007,8,20,1,0,0,1,5,0,0,0,0,0,0,812,0,0,0,0,0,1,110810
811,传送门,2,62,38,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,81000812,0,0,0,0,0,820,0,0,0,0,0,1,0
812,第一关宝物,3,19,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,80100801,0,0,0,0,0,101,0,813,0,0,0,1,0
813,第三关宝物,3,33,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,80300804,0,0,0,0,0,101,0,814,0,0,0,1,0
814,第四关宝物,3,15,30,C_zuanshi_01.png,0,8,20,7,4,0,1,5,80400805,0,0,0,0,0,111,0,815,0,0,0,1,0
815,第五关宝物,3,42,14,C_qianbi_01.png,0,8,20,7,4,0,1,5,80500806,0,0,0,0,0,101,0,816,0,0,0,1,0
816,第六关宝物,3,41,28,C_zuanshi_01.png,0,8,20,7,4,0,1,5,80600807,0,0,0,0,0,111,0,817,0,0,0,1,0
817,第八关宝物,3,61,24,C_qianbi_01.png,0,8,20,7,4,0,1,5,80800810,0,0,0,0,0,101,0,818,0,0,0,1,0
818,第九关宝物,3,27,31,C_zuanshi_01.png,0,8,20,7,4,0,1,5,80900811,0,0,0,0,0,111,0,819,0,0,0,1,0
