id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2301,第一关,2,17,19,C_muzhuang_01.png,12010,8,20,1,5,0,1,5,0,0,0,0,0,0,2301,0,0,0,0,0,1,0
2302,第二关搜索,0,12,28,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,2302,15,0,15,192,0,0,0
2303,第三关,2,26,27,C_muzhuang_01.png,12102,10,20,1,7,0,1,5,0,0,0,0,0,0,2304,0,0,0,0,0,1,1102303
2304,第四关,2,37,28,C_muzhuang_01.png,12103,10,20,1,5,0,1,5,0,0,0,0,0,0,2305,0,0,0,0,0,1,0
2305,第五关,2,46,28,C_muzhuang_01.png,13011,8,20,1,7,0,1,5,0,0,0,0,0,0,2306,0,0,0,0,0,1,1102305
2306,第六关,2,35,17,C_muzhuang_01.png,12104,10,20,1,4,0,1,5,0,0,0,0,0,0,2307,0,0,0,0,0,1,0
2307,第七关搜索,0,60,28,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,2308,16,0,16,192,0,0,0
2308,第八关,2,52,19,C_muzhuang_01.png,12103,10,20,1,4,0,1,5,0,0,0,0,0,0,2310,0,0,0,0,0,1,1102308
2309,第九关,2,54,27,C_muzhuang_01.png,12101,10,20,1,4,0,1,5,0,0,0,0,0,0,2311,0,0,0,0,0,1,0
2310,第十关,2,58,13,C_muzhuang_01.png,13001,8,20,1,4,0,1,5,0,0,0,0,0,0,2312,0,0,0,0,0,1,1102310
2311,传送门,2,60,6,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,231002312,0,0,0,0,0,2320,0,0,0,0,0,1,0
2312,第一关宝物,3,17,21,C_qianbi_01.png,0,8,20,7,4,0,1,5,230102301,0,0,0,0,0,101,0,2313,0,0,0,1,0
2313,第三关宝物,3,26,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,230302304,0,0,0,0,0,101,0,2314,0,0,0,1,0
2314,第四关宝物,3,39,29,C_zuanshi_01.png,0,8,20,7,4,0,1,5,230402305,0,0,0,0,0,111,0,2315,0,0,0,1,0
2315,第五关宝物,3,49,28,C_qianbi_01.png,0,8,20,7,4,0,1,5,230502306,0,0,0,0,0,101,0,2316,0,0,0,1,0
2316,第六关宝物,3,37,15,C_zuanshi_01.png,0,8,20,7,4,0,1,5,230602307,0,0,0,0,0,111,0,2317,0,0,0,1,0
2317,第八关宝物,3,51,17,C_qianbi_01.png,0,8,20,7,4,0,1,5,230802310,0,0,0,0,0,101,0,2318,0,0,0,1,0
2318,第九关宝物,3,55,29,C_zuanshi_01.png,0,8,20,7,4,0,1,5,230902311,0,0,0,0,0,111,0,2319,0,0,0,1,0
