id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
2401,第一关,2,16,17,C_muzhuang_01.png,13007,8,20,1,4,0,1,5,0,0,0,0,0,0,2401,0,0,0,0,0,1,0
2402,第二关搜索,0,36,8,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,2402,16,0,16,192,0,0,0
2403,第三关,2,25,10,C_muzhuang_01.png,12102,10,20,1,4,0,1,5,0,0,0,0,0,0,2404,0,0,0,0,0,1,112403
2404,第四关,2,33,29,C_muzhuang_01.png,12103,10,20,1,7,0,1,5,0,0,0,0,0,0,2405,0,0,0,0,0,1,0
2405,第五关,2,31,19,C_muzhuang_01.png,14007,8,20,1,6,0,1,5,0,0,0,0,0,0,2406,0,0,0,0,0,1,112405
2406,第六关,2,55,27,C_muzhuang_01.png,12104,10,20,1,5,0,1,5,0,0,0,0,0,0,2407,0,0,0,0,0,1,0
2407,第七关搜索,0,48,6,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,2408,16,0,16,192,0,0,0
2408,第八关,2,41,23,C_muzhuang_01.png,12101,10,20,1,4,0,1,5,0,0,0,0,0,0,2410,0,0,0,0,0,1,112408
2409,第九关,2,47,13,C_muzhuang_01.png,12102,10,20,1,4,0,1,5,0,0,0,0,0,0,2411,0,0,0,0,0,1,0
2410,第十关,2,55,15,C_muzhuang_01.png,12001,8,20,1,4,0,1,5,0,0,0,0,0,0,2412,0,0,0,0,0,1,112424
2411,传送门,2,64,10,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,241002412,0,0,0,0,0,2420,0,0,0,0,0,1,0
2412,第一关宝物,3,15,14,C_qianbi_01.png,0,8,20,7,4,0,1,5,240102401,0,0,0,0,0,101,0,2413,0,0,0,1,0
2413,第三关宝物,3,28,11,C_qianbi_01.png,0,8,20,7,4,0,1,5,240302404,0,0,0,0,0,101,0,2414,0,0,0,1,0
2414,第四关宝物,3,36,30,C_zuanshi_01.png,0,8,20,7,4,0,1,5,240402405,0,0,0,0,0,111,0,2415,0,0,0,1,0
2415,第五关宝物,3,29,21,C_qianbi_01.png,0,8,20,7,4,0,1,5,240502406,0,0,0,0,0,101,0,2416,0,0,0,1,0
2416,第六关宝物,3,59,26,C_zuanshi_01.png,0,8,20,7,4,0,1,5,240602407,0,0,0,0,0,111,0,2417,0,0,0,1,0
2417,第八关宝物,3,44,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,240802410,0,0,0,0,0,101,0,2418,0,0,0,1,0
2418,第九关宝物,3,46,15,C_zuanshi_01.png,0,8,20,7,4,0,1,5,240902411,0,0,0,0,0,111,0,2419,0,0,0,1,0
