id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
1201,第一关,2,15,18,C_muzhuang_01.png,13008,8,20,1,4,0,1,5,0,0,0,0,0,0,1201,0,0,0,0,0,1,0
1202,第二关搜索,0,34,9,B_yiji_04.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,1202,16,0,16,192,0,0,0
1203,第三关,2,33,18,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,1204,0,0,0,0,0,1,111203
1204,第四关,2,27,27,C_muzhuang_01.png,11101,10,20,1,7,0,1,5,0,0,0,0,0,0,1205,0,0,0,0,0,1,0
1205,第五关,2,41,27,C_muzhuang_01.png,12007,8,20,1,5,0,1,5,0,0,0,0,0,0,1206,0,0,0,0,0,1,111205
1206,第六关,2,57,30,C_muzhuang_01.png,11101,10,20,1,5,0,1,5,0,0,0,0,0,0,1207,0,0,0,0,0,1,0
1207,第七关搜索,0,48,10,B_yiji_04.png,0,8,20,5,1,0,1,5,0,0,0,0,0,0,1208,15,0,15,192,0,0,0
1208,第八关,2,51,22,C_muzhuang_01.png,11101,10,20,1,1,0,1,5,0,0,0,0,0,0,1210,0,0,0,0,0,1,111208
1209,第九关,2,55,13,C_muzhuang_01.png,11101,10,20,1,4,0,1,5,0,0,0,0,0,0,1211,0,0,0,0,0,1,0
1210,第十关,2,58,17,C_muzhuang_01.png,13003,8,20,1,5,0,1,5,0,0,0,0,0,0,1212,0,0,0,0,0,1,111210
1211,传送门,2,64,16,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,121001212,0,0,0,0,0,1220,0,0,0,0,0,1,0
1212,第一关宝物,3,14,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,120101201,0,0,0,0,0,101,0,1213,0,0,0,1,0
1213,第三关宝物,3,32,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,120301204,0,0,0,0,0,101,0,1214,0,0,0,1,0
1214,第四关宝物,3,27,29,C_zuanshi_01.png,0,8,20,7,4,0,1,5,120401205,0,0,0,0,0,111,0,1215,0,0,0,1,0
1215,第五关宝物,3,43,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,120501206,0,0,0,0,0,101,0,1216,0,0,0,1,0
1216,第六关宝物,3,60,30,C_zuanshi_01.png,0,8,20,7,4,0,1,5,120601207,0,0,0,0,0,111,0,1217,0,0,0,1,0
1217,第八关宝物,3,49,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,120801210,0,0,0,0,0,101,0,1218,0,0,0,1,0
1218,第九关宝物,3,57,13,C_zuanshi_01.png,0,8,20,7,4,0,1,5,120901211,0,0,0,0,0,111,0,1219,0,0,0,1,0
