id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
3001,第一关,2,16,19,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,3001,0,0,0,0,0,1,0
3002,第二关搜索,0,19,13,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,3002,16,0,16,192,0,0,0
3003,第三关,2,25,26,C_muzhuang_01.png,12102,10,20,1,4,0,1,5,0,0,0,0,0,0,3004,0,0,0,0,0,1,1103003
3004,第四关,2,19,32,C_muzhuang_01.png,12103,10,20,1,1,0,1,5,0,0,0,0,0,0,3005,0,0,0,0,0,1,0
3005,第五关,2,41,12,C_muzhuang_01.png,15007,20,20,1,4,0,1,5,0,0,0,0,0,0,3006,0,0,0,0,0,1,1103005
3006,第六关,2,32,8,C_muzhuang_01.png,12104,10,20,1,4,0,1,5,0,0,0,0,0,0,3007,0,0,0,0,0,1,0
3007,第七关搜索,0,53,9,B_yiji_03.png,0,8,20,5,2,0,1,5,0,0,0,0,0,0,3008,16,0,16,192,0,0,0
3008,第八关,2,51,15,C_muzhuang_01.png,12103,10,20,1,7,0,1,5,0,0,0,0,0,0,3010,0,0,0,0,0,1,1103008
3009,第九关,2,50,20,C_muzhuang_01.png,12101,10,20,1,1,0,1,5,0,0,0,0,0,0,3011,0,0,0,0,0,1,0
3010,第十关,2,59,31,C_muzhuang_01.png,11009,8,20,1,7,0,1,5,0,0,0,0,0,0,3012,0,0,0,0,0,1,1103010
3011,传送门,2,62,36,C_muzhuang_01.png,11010,0,10,21,0,0,1,2,301003012,0,0,0,0,0,3020,0,0,0,0,0,1,0
3012,第一关宝物,3,13,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,300103001,0,0,0,0,0,101,0,3013,0,0,0,1,0
3013,第三关宝物,3,25,29,C_qianbi_01.png,0,8,20,7,4,0,1,5,300303004,0,0,0,0,0,101,0,3014,0,0,0,1,0
3014,第四关宝物,3,20,34,C_zuanshi_01.png,0,8,20,7,4,0,1,5,300403005,0,0,0,0,0,111,0,3015,0,0,0,1,0
3015,第五关宝物,3,42,10,C_qianbi_01.png,0,8,20,7,4,0,1,5,300503006,0,0,0,0,0,101,0,3016,0,0,0,1,0
3016,第六关宝物,3,30,7,C_zuanshi_01.png,0,8,20,7,4,0,1,5,300603007,0,0,0,0,0,111,0,3017,0,0,0,1,0
3017,第八关宝物,3,54,16,C_qianbi_01.png,0,8,20,7,4,0,1,5,300803010,0,0,0,0,0,101,0,3018,0,0,0,1,0
3018,第九关宝物,3,48,22,C_zuanshi_01.png,0,8,20,7,4,0,1,5,300903011,0,0,0,0,0,111,0,3019,0,0,0,1,0
